query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection	intersection_genes	PC	ncopies
query_1	TRUE	6.88878868324854e-05	104	229	10	0.0436681222707424	0.0961538461538462	GO:1990266	GO:BP	neutrophil migration	16592	28891	GO:0097530	IDA,IBA,IDA IBA,IBA,ISS IBA,IBA,IBA,IBA,IDA IBA,IDA IBA	ENSG00000124205,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000137077,ENSG00000172724	EDN3, CXCR1, CXCR2, CCL20, CXCL3, CXCL5, PPBP, PF4, CCL21, CCL19	PC9	2
query_1	TRUE	9.88993623626931e-05	109	229	10	0.0436681222707424	0.091743119266055	GO:0071621	GO:BP	granulocyte chemotaxis	16592	19668	GO:0030595|GO:0097530	IDA,IBA,IDA IBA,IBA,ISS IBA,IBA,IBA,IBA,IDA IBA,IDA IBA	ENSG00000124205,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000137077,ENSG00000172724	EDN3, CXCR1, CXCR2, CCL20, CXCL3, CXCL5, PPBP, PF4, CCL21, CCL19	PC9	2
query_1	TRUE	0.000100781236502878	2592	229	63	0.275109170305677	0.0243055555555556	GO:0051173	GO:BP	positive regulation of nitrogen compound metabolic process	16592	15688	GO:0006807|GO:0009893|GO:0051171	IDA IMP ISS,IDA IMP ISO,IDA ISS IBA,IMP,IMP,ISS,IDA IMP ISS,IDA IMP IGI ISS,IDA IMP,IDA,IDA ISS,ISS,IDA,IMP IBA,IMP,ISS,IMP,IDA IMP IGI TAS,IDA IMP IGI ISS,IBA,IMP IBA,IDA,IDA,IMP IGI TAS,IDA IMP,TAS,IBA,IBA,IMP,IBA,IDA,IGI,IDA ISO,IDA,IDA IBA,IGI,IDA ISS,IDA IMP NAS,IDA,IDA,IMP,IDA,IDA IMP ISS,IDA IMP IBA,IDA ISS IBA,IDA,IMP,ISS,IDA,IDA,IDA IMP ISS,IMP,IMP,IDA ISS,IDA ISS,ISS,IBA,TAS,IMP,IC,IDA IMP IGI IC,IDA,ISS	ENSG00000107485,ENSG00000134954,ENSG00000002330,ENSG00000162302,ENSG00000173113,ENSG00000173153,ENSG00000185650,ENSG00000170345,ENSG00000172575,ENSG00000103811,ENSG00000005513,ENSG00000188827,ENSG00000140968,ENSG00000189050,ENSG00000141655,ENSG00000105647,ENSG00000254858,ENSG00000245848,ENSG00000105287,ENSG00000105550,ENSG00000134242,ENSG00000160856,ENSG00000179914,ENSG00000117560,ENSG00000136634,ENSG00000162891,ENSG00000157873,ENSG00000183682,ENSG00000100985,ENSG00000198026,ENSG00000124205,ENSG00000185651,ENSG00000153094,ENSG00000075426,ENSG00000213626,ENSG00000169621,ENSG00000163508,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000112977,ENSG00000145777,ENSG00000125347,ENSG00000131507,ENSG00000145901,ENSG00000113302,ENSG00000164151,ENSG00000005073,ENSG00000122592,ENSG00000253293,ENSG00000083307,ENSG00000119403,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000107020,ENSG00000110367,ENSG00000065361,ENSG00000162594,ENSG00000116288,ENSG00000157557,ENSG00000177311	GATA3, DDX6, ETS1, BAD, RPS6KA4, TRMT112, ESRRA, ERBB3, ZFP36L1, FOS, RASGRP1, CTSH, SOX8, SLX4, IRF8, RNFT1, TNFRSF11A, PIK3R2, MPV17L2, CEBPA, PRKD2, FGF21, PTPN22, FCRL3, ITLN1, FASLG, IL10, IL20, TNFRSF14, BMP8A, IL23R, PARK7, MMP9, ZNF335, EDN3, ETS2, UBE2L3, BCL2L11, FOSL2, LBH, APLF, ZBTB38, EOMES, NFKB1, IL21, PF4, DAP, TSLP, IRF1, NDFIP1, TNIP1, IL12B, ICE1, HOXA11, HOXA7, HOXA10, GRHL2, PHF19, CARD9, CCL21, CCL19, JAK2, PLGRKT	PC9	2
query_1	TRUE	0.000106738621936706	164	229	12	0.0524017467248908	0.0731707317073171	GO:0071674	GO:BP	mononuclear cell migration	16592	19714	GO:0050900	IDA,IDA,NAS,IDA,IBA,TAS,TAS,IDA ISS IBA,ISS IBA TAS,IDA ISS IBA,IDA IBA,IBA	ENSG00000107485,ENSG00000005844,ENSG00000141655,ENSG00000125735,ENSG00000157873,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000112486,ENSG00000137077,ENSG00000172724,ENSG00000213927	GATA3, ITGAL, TNFRSF11A, TNFSF14, TNFRSF14, CXCR1, CXCR2, CCL20, CCR6, CCL21, CCL19, CCL27	PC9	2
query_1	TRUE	0.000222951889912489	52	229	7	0.0305676855895197	0.134615384615385	GO:0031295	GO:BP	T cell costimulation	16592	8274	GO:0031294|GO:0050870	IBA,IDA,IDA TAS,TAS,ISS,ISS,IDA IBA TAS	ENSG00000110448,ENSG00000125735,ENSG00000157873,ENSG00000163599,ENSG00000137077,ENSG00000172724,ENSG00000120217	CD5, TNFSF14, TNFRSF14, CTLA4, CCL21, CCL19, CD274	PC9	2
query_1	TRUE	0.00026894762441195	98	229	9	0.0393013100436681	0.0918367346938776	GO:0072676	GO:BP	lymphocyte migration	16592	20444	GO:0071674	IDA,IDA,IDA,IBA,IDA ISS IBA,ISS IBA,IDA ISS IBA,IBA,IBA	ENSG00000107485,ENSG00000005844,ENSG00000125735,ENSG00000157873,ENSG00000115009,ENSG00000112486,ENSG00000137077,ENSG00000172724,ENSG00000213927	GATA3, ITGAL, TNFSF14, TNFRSF14, CCL20, CCR6, CCL21, CCL19, CCL27	PC9	2
query_1	TRUE	0.000281277906374242	54	229	7	0.0305676855895197	0.12962962962963	GO:0031294	GO:BP	lymphocyte costimulation	16592	8273	GO:0002376|GO:0051251	IBA,IDA,IDA TAS,TAS,ISS,ISS,IDA IBA TAS	ENSG00000110448,ENSG00000125735,ENSG00000157873,ENSG00000163599,ENSG00000137077,ENSG00000172724,ENSG00000120217	CD5, TNFSF14, TNFRSF14, CTLA4, CCL21, CCL19, CD274	PC9	2
query_1	TRUE	0.000285212251570811	5535	229	108	0.471615720524017	0.0195121951219512	GO:0010467	GO:BP	gene expression	16592	4661	GO:0043170	IBA,IDA IMP ISS IBA,IDA IMP ISO IBA,NAS,IDA IBA,IDA,IDA IMP IBA TAS,ISS,IDA IMP IBA TAS,IMP ISS IBA TAS,NAS,ISS,IDA IBA,IBA TAS,IDA TAS IC,IDA,IDA,IBA TAS,IDA IMP ISS TAS,IDA IMP IGI ISS IBA TAS,IMP,IDA,IDA ISS IBA,IBA,IBA,IMP ISS,IDA ISS IBA TAS,IBA TAS,IDA IBA TAS NAS,IBA TAS NAS IC,IDA IMP ISS IBA,IDA TAS,ISS,IMP,IDA IMP IGI ISS IBA,TAS,IDA ISO IBA TAS,IDA IMP IGI ISS,ISS IBA,IBA,IBA,IMP IBA,IDA IMP,IDA,IDA,IDA,IDA IMP IGI TAS NAS,IDA IBA,IBA,IBA,IDA,IMP IBA,IGI,IDA IMP,TAS NAS IC,IDA IBA,IDA,IBA NAS,IBA,IBA,IDA IBA TAS,IDA IBA,IBA,IBA,ISS,IDA ISS IBA,IDA IMP IGI IBA TAS NAS IC,IDA ISS NAS,IDA,IBA,IMP,IBA TAS,IDA IMP,IDA IMP ISS IBA,ISS IBA TAS,IMP,ISS IBA TAS,IDA IMP TAS,IMP TAS,ISS,IBA,ISS IBA,IBA,IBA,IBA,IDA IBA,IDA IBA,IDA,ISS IBA,IDA IMP ISS IBA,IDA,IDA,IBA TAS,IDA TAS,IDA IMP IBA,ISS,ISS,IBA,IDA IMP,IDA TAS,IBA,IBA,IDA IMP TAS IC,IDA IMP IGI TAS,IDA IBA,IDA IBA,IDA IBA TAS,IDA ISS IBA	ENSG00000119919,ENSG00000107485,ENSG00000134954,ENSG00000149485,ENSG00000002330,ENSG00000126432,ENSG00000162302,ENSG00000168071,ENSG00000173113,ENSG00000173153,ENSG00000204842,ENSG00000139370,ENSG00000123374,ENSG00000123411,ENSG00000197728,ENSG00000184293,ENSG00000179630,ENSG00000166166,ENSG00000185650,ENSG00000170345,ENSG00000172575,ENSG00000103811,ENSG00000005513,ENSG00000103227,ENSG00000169957,ENSG00000140678,ENSG00000140968,ENSG00000161405,ENSG00000073584,ENSG00000265681,ENSG00000141655,ENSG00000099817,ENSG00000105647,ENSG00000254858,ENSG00000245848,ENSG00000011485,ENSG00000124440,ENSG00000105287,ENSG00000127666,ENSG00000105550,ENSG00000176909,ENSG00000134242,ENSG00000116824,ENSG00000160856,ENSG00000122223,ENSG00000117560,ENSG00000136634,ENSG00000123685,ENSG00000157873,ENSG00000142606,ENSG00000081985,ENSG00000198026,ENSG00000124205,ENSG00000185651,ENSG00000100316,ENSG00000115607,ENSG00000138448,ENSG00000138386,ENSG00000079263,ENSG00000135899,ENSG00000075426,ENSG00000213626,ENSG00000115970,ENSG00000085274,ENSG00000174004,ENSG00000163508,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000181751,ENSG00000112977,ENSG00000134987,ENSG00000145777,ENSG00000125347,ENSG00000081059,ENSG00000131507,ENSG00000145901,ENSG00000113302,ENSG00000164151,ENSG00000112486,ENSG00000112182,ENSG00000005073,ENSG00000078399,ENSG00000106031,ENSG00000106038,ENSG00000122592,ENSG00000253293,ENSG00000153814,ENSG00000185811,ENSG00000083307,ENSG00000104415,ENSG00000056558,ENSG00000119403,ENSG00000165684,ENSG00000165688,ENSG00000172724,ENSG00000096968,ENSG00000107020,ENSG00000120217,ENSG00000110367,ENSG00000150637,ENSG00000163374,ENSG00000162594,ENSG00000116288,ENSG00000157557,ENSG00000115604,ENSG00000247626,ENSG00000177311	NKX2-3, GATA3, DDX6, ETS1, FADS1, BAD, PRDX5, RPS6KA4, CCDC88B, TRMT112, ESRRA, ATXN2, SLC15A4, CDK2, IKZF4, RPS26, CLECL1, LACC1, TRMT61A, ZFP36L1, FOS, RASGRP1, CTSH, SOX8, LMF1, ITGAX, ZNF768, IRF8, SMARCE1, IKZF3, RPL17, TNFRSF11A, CD226, POLR2E, PIK3R2, MPV17L2, CEBPA, PPP5C, PRKD2, HIF3A, TICAM1, FGF21, MAMSTR, PTPN22, CD2, YY1AP1, FCRL3, CD244, FASLG, IL10, BATF3, MMEL1, TNFRSF14, IL12RB2, IL23R, PARK7, ZNF335, EDN3, ETS2, UBE2L3, RPL3, IL18R1, IL18RAP, ITGAV, NAB1, MARS2, SP140, SP110, FOSL2, LBH, THADA, ZBTB38, MYNN, NRROS, EOMES, NFKB1, IL21, PF4, MACIR, DAP, WDR36, TSLP, IRF1, TCF7, NDFIP1, TNIP1, IL12B, ICE1, CCR6, BACH2, HOXA11, HOXA9, HOXA13, EVX1, HOXA7, HOXA10, JAZF1, IKZF1, GRHL2, CCN4, TRAF1, PHF19, SNAPC4, PMPCA, CCL19, JAK2, PLGRKT, CD274	PC9	1
query_1	TRUE	0.000285212251570811	125	229	10	0.0436681222707424	0.08	GO:0097530	GO:BP	granulocyte migration	16592	21930	GO:0097529	IDA,IBA,IDA IBA,IBA,ISS IBA,IBA,IBA,IBA,IDA IBA,IDA IBA	ENSG00000124205,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000137077,ENSG00000172724	EDN3, CXCR1, CXCR2, CCL20, CXCL3, CXCL5, PPBP, PF4, CCL21, CCL19	PC9	2
query_1	TRUE	0.000296448024643746	5141	229	102	0.445414847161572	0.0198404979575958	GO:0051171	GO:BP	regulation of nitrogen compound metabolic process	16592	15686	GO:0006807|GO:0019222	IBA,IDA IMP ISS IBA,IDA IMP ISO IBA,NAS,IDA ISS IBA,IDA,IDA IMP IBA TAS,IMP,IMP ISS IBA,NAS,ISS,IBA TAS,IDA,ISS,IDA IMP ISS TAS,IDA IMP IGI ISS IBA TAS,IDA IMP,IDA,IDA ISS IBA,IBA,IMP ISS,IDA IBA TAS,IBA TAS,IMP IBA,IDA IBA TAS NAS,IMP IBA,IDA IMP ISS IBA,TAS,ISS,IMP,IDA IMP IGI ISS IBA TAS,IDA ISO IBA TAS,IDA IMP IGI ISS,IBA,IMP IBA,IBA,IBA,IMP IBA,IDA,IDA,IDA IMP IGI TAS,IDA IMP NAS,TAS,IDA IBA,IBA,IBA,IMP,IBA,IDA,IDA,IDA IMP IGI,IDA IBA,IDA ISO,IMP,IBA NAS,IBA,IBA,IDA IBA TAS,IDA IBA,IMP ISS IBA,IGI,IBA,IDA ISS IBA,IDA IMP IGI IBA TAS NAS IC,IDA,IDA,IMP,IDA,IDA IMP ISS IBA,ISS IBA TAS,IDA IMP IBA,IDA ISS IBA,IDA,IMP,ISS,IBA,ISS IBA,IBA,IBA,IBA,IDA IBA,IDA IBA,IDA,ISS IBA,IDA IMP ISS IBA,IDA IBA,IMP,IDA,IMP IBA,IMP,IDA ISS,IDA ISS,ISS,IBA,IDA TAS,IMP,IBA,IC,IDA IMP IGI TAS IC,IDA IBA,IDA,IDA ISS IBA	ENSG00000119919,ENSG00000107485,ENSG00000134954,ENSG00000149485,ENSG00000002330,ENSG00000126432,ENSG00000162302,ENSG00000173113,ENSG00000173153,ENSG00000204842,ENSG00000139370,ENSG00000123411,ENSG00000197728,ENSG00000179630,ENSG00000185650,ENSG00000170345,ENSG00000172575,ENSG00000103811,ENSG00000005513,ENSG00000169957,ENSG00000188827,ENSG00000140968,ENSG00000161405,ENSG00000172057,ENSG00000073584,ENSG00000189050,ENSG00000141655,ENSG00000099817,ENSG00000105647,ENSG00000254858,ENSG00000245848,ENSG00000124440,ENSG00000105287,ENSG00000127666,ENSG00000105538,ENSG00000105550,ENSG00000176909,ENSG00000134242,ENSG00000160856,ENSG00000179914,ENSG00000117560,ENSG00000136634,ENSG00000162891,ENSG00000123685,ENSG00000157873,ENSG00000183682,ENSG00000100985,ENSG00000198026,ENSG00000101132,ENSG00000124205,ENSG00000185651,ENSG00000115607,ENSG00000153094,ENSG00000138448,ENSG00000138386,ENSG00000079263,ENSG00000135899,ENSG00000075426,ENSG00000213626,ENSG00000198369,ENSG00000169621,ENSG00000085274,ENSG00000163508,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000112977,ENSG00000145777,ENSG00000125347,ENSG00000081059,ENSG00000131507,ENSG00000145901,ENSG00000113302,ENSG00000164151,ENSG00000164485,ENSG00000112182,ENSG00000005073,ENSG00000078399,ENSG00000106031,ENSG00000106038,ENSG00000122592,ENSG00000253293,ENSG00000153814,ENSG00000185811,ENSG00000083307,ENSG00000171033,ENSG00000147324,ENSG00000056558,ENSG00000119403,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000107020,ENSG00000110367,ENSG00000065361,ENSG00000163374,ENSG00000162594,ENSG00000116288,ENSG00000157557,ENSG00000115604,ENSG00000177311	NKX2-3, GATA3, DDX6, ETS1, FADS1, BAD, PRDX5, RPS6KA4, TRMT112, ESRRA, ATXN2, SLC15A4, ERBB3, IKZF4, RPS26, LACC1, ZFP36L1, FOS, RASGRP1, CTSH, SOX8, ZNF768, SLX4, IRF8, SMARCE1, IKZF3, ORMDL3, RNFT1, TNFRSF11A, POLR2E, PIK3R2, MPV17L2, CEBPA, PRKD2, HIF3A, TICAM1, RASIP1, FGF21, MAMSTR, PTPN22, YY1AP1, FCRL3, ITLN1, FASLG, IL10, IL20, BATF3, TNFRSF14, BMP8A, IL23R, PARK7, MMP9, ZNF335, PFDN4, EDN3, ETS2, UBE2L3, IL18R1, IL18RAP, BCL2L11, ITGAV, NAB1, SP140, SP110, FOSL2, LBH, SPRED2, APLF, ZBTB38, MYNN, EOMES, NFKB1, IL21, PF4, DAP, TSLP, IRF1, TCF7, NDFIP1, TNIP1, IL12B, ICE1, IL22RA2, BACH2, HOXA11, HOXA9, HOXA13, EVX1, HOXA7, HOXA10, JAZF1, IKZF1, GRHL2, PKIA, MFHAS1, TRAF1, PHF19, CARD9, CCL21, CCL19, JAK2, PLGRKT	PC9	2
query_1	TRUE	0.000314796677772799	22	229	5	0.0218340611353712	0.227272727272727	GO:0002407	GO:BP	dendritic cell chemotaxis	16592	1063	GO:0030595|GO:0036336	TAS,TAS,IBA TAS,IDA,IDA	ENSG00000163464,ENSG00000180871,ENSG00000112486,ENSG00000137077,ENSG00000172724	CXCR1, CXCR2, CCR6, CCL21, CCL19	PC9	2
query_1	TRUE	0.000315355415465302	37	229	6	0.0262008733624454	0.162162162162162	GO:2000404	GO:BP	regulation of T cell migration	16592	29601	GO:0072678|GO:2000401	IDA,IBA,IDA,ISS,IDA ISS,IBA	ENSG00000125735,ENSG00000157873,ENSG00000115009,ENSG00000112486,ENSG00000137077,ENSG00000213927	TNFSF14, TNFRSF14, CCL20, CCR6, CCL21, CCL27	PC9	2
query_1	TRUE	0.000337847278749216	56	229	7	0.0305676855895197	0.125	GO:0072678	GO:BP	T cell migration	16592	20446	GO:0072676	IDA,IDA,IBA,IDA ISS,ISS IBA,IDA ISS,IBA	ENSG00000005844,ENSG00000125735,ENSG00000157873,ENSG00000115009,ENSG00000112486,ENSG00000137077,ENSG00000213927	ITGAL, TNFSF14, TNFRSF14, CCL20, CCR6, CCL21, CCL27	PC9	2
query_1	TRUE	0.000371066052040087	57	229	7	0.0305676855895197	0.12280701754386	GO:2000106	GO:BP	regulation of leukocyte apoptotic process	16592	29308	GO:0042981|GO:0071887	IMP,IDA ISO,IDA,IBA,IDA,IDA,IDA	ENSG00000172057,ENSG00000186431,ENSG00000136634,ENSG00000136573,ENSG00000137077,ENSG00000172724,ENSG00000120217	ORMDL3, FCAR, IL10, BLK, CCL21, CCL19, CD274	PC9	2
query_1	TRUE	0.000464378306038892	24	229	5	0.0218340611353712	0.208333333333333	GO:0036336	GO:BP	dendritic cell migration	16592	11055	GO:0071674	TAS,TAS,IBA TAS,IDA,IDA	ENSG00000163464,ENSG00000180871,ENSG00000112486,ENSG00000137077,ENSG00000172724	CXCR1, CXCR2, CCR6, CCL21, CCL19	PC9	2
query_1	TRUE	0.000590558264010333	5296	229	103	0.449781659388646	0.0194486404833837	GO:0080090	GO:BP	regulation of primary metabolic process	16592	20913	GO:0019222|GO:0044238	IBA,IDA IMP ISS IBA,IDA IMP ISO IBA,NAS,IDA ISS IBA,IDA,IDA IMP IBA TAS,IMP,IMP ISS IBA,NAS,ISS,IBA TAS,IDA,ISS,IDA IMP ISS TAS,IDA IMP IGI ISS IBA TAS,IDA IMP,IDA,IDA ISS IBA,IBA,IMP ISS,IDA IBA TAS,IBA TAS,IMP IBA,IDA IBA TAS NAS,IMP IBA,IDA IMP ISS IBA,TAS,ISS,IMP,IDA IMP IGI ISS IBA TAS,IDA ISO IBA TAS,IDA IMP IGI ISS,IBA,IMP IBA,IBA,IBA,IMP IBA,IDA,IDA,IDA,IDA IMP IGI TAS,IDA IMP NAS,TAS,IDA IBA,IBA,IBA,IMP,IBA,IDA,IDA,IDA IMP IGI,IDA IBA,IDA ISO,IMP,IBA NAS,IBA,IBA,IDA IBA TAS,IDA IBA,IMP ISS IBA,IGI,IBA,IDA ISS IBA,IDA IMP IGI IBA TAS NAS IC,IDA,IDA,IMP,IDA,IDA IMP ISS IBA,ISS IBA TAS,IDA IMP IBA,IDA ISS IBA,IDA,IMP,ISS,IBA,ISS IBA,IBA,IBA,IBA,IDA IBA,IDA IBA,IDA,ISS IBA,IDA IMP ISS IBA,IDA IBA,IMP,IDA,IMP IBA,IMP,IDA ISS,IDA ISS,ISS,IBA,IDA TAS,IMP,IBA,IC,IDA IMP IGI TAS IC,IDA IBA,IDA,IDA ISS IBA	ENSG00000119919,ENSG00000107485,ENSG00000134954,ENSG00000149485,ENSG00000002330,ENSG00000126432,ENSG00000162302,ENSG00000173113,ENSG00000173153,ENSG00000204842,ENSG00000139370,ENSG00000123411,ENSG00000197728,ENSG00000179630,ENSG00000185650,ENSG00000170345,ENSG00000172575,ENSG00000103811,ENSG00000005513,ENSG00000169957,ENSG00000188827,ENSG00000140968,ENSG00000161405,ENSG00000172057,ENSG00000073584,ENSG00000189050,ENSG00000141655,ENSG00000099817,ENSG00000105647,ENSG00000254858,ENSG00000245848,ENSG00000124440,ENSG00000105287,ENSG00000127666,ENSG00000105538,ENSG00000105550,ENSG00000176909,ENSG00000134242,ENSG00000160856,ENSG00000122223,ENSG00000179914,ENSG00000117560,ENSG00000136634,ENSG00000162891,ENSG00000123685,ENSG00000157873,ENSG00000183682,ENSG00000100985,ENSG00000198026,ENSG00000101132,ENSG00000124205,ENSG00000185651,ENSG00000115607,ENSG00000153094,ENSG00000138448,ENSG00000138386,ENSG00000079263,ENSG00000135899,ENSG00000075426,ENSG00000213626,ENSG00000198369,ENSG00000169621,ENSG00000085274,ENSG00000163508,ENSG00000109320,ENSG00000138684,ENSG00000163737,ENSG00000112977,ENSG00000145777,ENSG00000125347,ENSG00000081059,ENSG00000131507,ENSG00000145901,ENSG00000113302,ENSG00000164151,ENSG00000164485,ENSG00000112182,ENSG00000005073,ENSG00000078399,ENSG00000106031,ENSG00000106038,ENSG00000122592,ENSG00000253293,ENSG00000153814,ENSG00000185811,ENSG00000083307,ENSG00000171033,ENSG00000147324,ENSG00000056558,ENSG00000119403,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000107020,ENSG00000110367,ENSG00000065361,ENSG00000163374,ENSG00000162594,ENSG00000116288,ENSG00000157557,ENSG00000115604,ENSG00000177311	NKX2-3, GATA3, DDX6, ETS1, FADS1, BAD, PRDX5, RPS6KA4, TRMT112, ESRRA, ATXN2, SLC15A4, ERBB3, IKZF4, RPS26, LACC1, ZFP36L1, FOS, RASGRP1, CTSH, SOX8, ZNF768, SLX4, IRF8, SMARCE1, IKZF3, ORMDL3, RNFT1, TNFRSF11A, POLR2E, PIK3R2, MPV17L2, CEBPA, PRKD2, HIF3A, TICAM1, RASIP1, FGF21, MAMSTR, PTPN22, YY1AP1, FCRL3, CD244, ITLN1, FASLG, IL10, IL20, BATF3, TNFRSF14, BMP8A, IL23R, PARK7, MMP9, ZNF335, PFDN4, EDN3, ETS2, UBE2L3, IL18R1, IL18RAP, BCL2L11, ITGAV, NAB1, SP140, SP110, FOSL2, LBH, SPRED2, APLF, ZBTB38, MYNN, EOMES, NFKB1, IL21, PF4, DAP, TSLP, IRF1, TCF7, NDFIP1, TNIP1, IL12B, ICE1, IL22RA2, BACH2, HOXA11, HOXA9, HOXA13, EVX1, HOXA7, HOXA10, JAZF1, IKZF1, GRHL2, PKIA, MFHAS1, TRAF1, PHF19, CARD9, CCL21, CCL19, JAK2, PLGRKT	PC9	2
query_1	TRUE	0.000678017407082873	112	229	9	0.0393013100436681	0.0803571428571429	GO:0050729	GO:BP	positive regulation of inflammatory response	16592	15326	GO:0006954|GO:0031349|GO:0032103|GO:0050727	IDA,ISS,ISS,IC,IMP,ISS,IC,IDA,ISS	ENSG00000134954,ENSG00000141655,ENSG00000245848,ENSG00000138684,ENSG00000145777,ENSG00000145901,ENSG00000113302,ENSG00000104415,ENSG00000116288	ETS1, TNFRSF11A, CEBPA, PARK7, IL21, TSLP, TNIP1, IL12B, CCN4	PC9	1
query_1	TRUE	0.000697234351954402	1266	229	36	0.157205240174673	0.028436018957346	GO:0032270	GO:BP	positive regulation of cellular protein metabolic process	16592	8669	GO:0031325|GO:0032268|GO:0044267|GO:0051247	IDA ISS IBA,IMP,IDA IMP,IDA,IMP IBA,IMP,IMP,TAS,IGI,IBA,IMP IBA,IDA,IDA,IMP IGI TAS,TAS,IBA,IBA,IMP,IDA,IGI,IDA ISO,IDA,IMP,IDA,IDA IMP IBA,IDA,IDA,IMP,IMP,IDA,IDA ISS,ISS,IBA,IMP,IC,IMP IC	ENSG00000002330,ENSG00000162302,ENSG00000172575,ENSG00000103811,ENSG00000189050,ENSG00000141655,ENSG00000254858,ENSG00000245848,ENSG00000105287,ENSG00000105550,ENSG00000134242,ENSG00000160856,ENSG00000179914,ENSG00000117560,ENSG00000162891,ENSG00000157873,ENSG00000183682,ENSG00000100985,ENSG00000124205,ENSG00000185651,ENSG00000153094,ENSG00000138684,ENSG00000112977,ENSG00000145777,ENSG00000131507,ENSG00000145901,ENSG00000113302,ENSG00000119403,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000107020,ENSG00000065361,ENSG00000162594,ENSG00000116288	BAD, RPS6KA4, ERBB3, RASGRP1, CTSH, RNFT1, TNFRSF11A, MPV17L2, CEBPA, PRKD2, FGF21, PTPN22, FCRL3, ITLN1, FASLG, IL20, TNFRSF14, BMP8A, IL23R, PARK7, MMP9, EDN3, UBE2L3, BCL2L11, IL21, DAP, TSLP, NDFIP1, TNIP1, IL12B, PHF19, CARD9, CCL21, CCL19, JAK2, PLGRKT	PC9	2
query_1	TRUE	0.000709280596116981	309	229	15	0.0655021834061135	0.0485436893203884	GO:0031349	GO:BP	positive regulation of defense response	16592	8306	GO:0006952|GO:0031347|GO:0048584	IDA,IDA,IMP,ISS,ISS,TAS,IDA IBA IC,IMP,ISS,IDA IC,TAS,IDA,TAS,IMP IBA,ISS	ENSG00000134954,ENSG00000139370,ENSG00000172575,ENSG00000141655,ENSG00000245848,ENSG00000109320,ENSG00000138684,ENSG00000145777,ENSG00000145901,ENSG00000113302,ENSG00000055130,ENSG00000104415,ENSG00000187796,ENSG00000150637,ENSG00000116288	ETS1, SLC15A4, RASGRP1, TNFRSF11A, CD226, CEBPA, PARK7, NFKB1, IL21, TSLP, TNIP1, IL12B, CUL1, CCN4, CARD9	PC9	2
query_1	TRUE	0.000729494807464222	64	229	7	0.0305676855895197	0.109375	GO:0001910	GO:BP	regulation of leukocyte mediated cytotoxicity	16592	652	GO:0001909|GO:0002703|GO:0031341	IMP,ISS,TAS,IDA IBA,IDA ISS,IMP IBA,ISS	ENSG00000172575,ENSG00000213918,ENSG00000189430,ENSG00000138684,ENSG00000113302,ENSG00000150637,ENSG00000162594	RASGRP1, DNASE1, CD226, NCR1, IL23R, IL21, IL12B	PC9	2
