query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents	evidence_codes	intersection	intersection_genes	PC
query_1	TRUE	2.20521204920157e-05	165	124	15	0.120967741935484	0.0909090909090909	WP:WP3929	WP	Chemokine signaling pathway	7562	218	WP:000000	WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP	ENSG00000160683,ENSG00000167083,ENSG00000105647,ENSG00000180871,ENSG00000115009,ENSG00000109320,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000112486,ENSG00000137077,ENSG00000172724,ENSG00000213927,ENSG00000096968	CXCR5, GNGT2, PIK3R2, CXCR2, CCL20, NFKB1, CXCL3, CXCL5, PPBP, PF4, CCR6, CCL21, CCL19, CCL27, JAK2	PC9
query_1	TRUE	0.00139059960839753	279	124	16	0.129032258064516	0.0573476702508961	WP:WP4754	WP	IL-18 signaling pathway	7562	441	WP:000000	WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP,WP	ENSG00000002330,ENSG00000170345,ENSG00000174951,ENSG00000117560,ENSG00000136634,ENSG00000100985,ENSG00000115607,ENSG00000115009,ENSG00000109320,ENSG00000163734,ENSG00000125347,ENSG00000113302,ENSG00000104415,ENSG00000056558,ENSG00000172724,ENSG00000115604	BAD, FOS, FUT1, FASLG, IL10, MMP9, IL18R1, IL18RAP, CCL20, NFKB1, CXCL3, IRF1, IL12B, CCN4, TRAF1, CCL19	PC9
query_1	TRUE	0.00139059960839753	88	124	9	0.0725806451612903	0.102272727272727	WP:WP2328	WP	Allograft Rejection	7562	91	WP:000000	WP,WP,WP,WP,WP,WP,WP,WP,WP	ENSG00000165806,ENSG00000160683,ENSG00000117560,ENSG00000136634,ENSG00000163599,ENSG00000138684,ENSG00000113302,ENSG00000137077,ENSG00000172724	CASP7, CXCR5, FASLG, IL10, CTLA4, IL21, IL12B, CCL21, CCL19	PC9
query_1	TRUE	0.00240794789538234	55	124	7	0.0564516129032258	0.127272727272727	WP:WP395	WP	IL-4 Signaling Pathway	7562	443	WP:000000	WP,WP,WP,WP,WP,WP,WP	ENSG00000107485,ENSG00000002330,ENSG00000170345,ENSG00000105647,ENSG00000245848,ENSG00000109320,ENSG00000096968	GATA3, BAD, FOS, PIK3R2, CEBPA, NFKB1, JAK2	PC9
query_1	TRUE	0.00771588200104466	68	124	7	0.0564516129032258	0.102941176470588	WP:WP5039	WP	SARS-CoV-2 Innate Immunity Evasion and Cell-specific immune response	7562	611	WP:000000	WP,WP,WP,WP,WP,WP,WP	ENSG00000136634,ENSG00000180871,ENSG00000109320,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737	IL10, CXCR2, NFKB1, CXCL3, CXCL5, PPBP, PF4	PC9
query_1	TRUE	1.08050006319996e-22	2831	239	111	0.464435146443515	0.0392087601554221	GO:0002376	GO:BP	immune system process	16592	1038	GO:0008150	TAS,IMP TAS,IDA ISS IBA TAS,ISS,IBA,IBA,IDA TAS,IBA,ISS,ISS,IDA ISS TAS,IMP TAS,TAS,IDA,IDA ISS,TAS,ISS,TAS,IMP TAS,TAS,ISS,IDA ISS IBA TAS,IDA IBA IC,IDA IEP ISS IBA TAS,IDA IBA,IBA,ISS,TAS,IBA,IDA IMP ISS,TAS,IDA IMP ISS IBA TAS,IMP IBA NAS,IMP,TAS,TAS,ISS TAS,TAS,ISS IBA TAS NAS,IDA ISO TAS,TAS NAS,TAS,IDA NAS,IDA IMP ISS IBA TAS NAS IC,TAS NAS,ISS,TAS NAS IC,TAS,IDA TAS,TAS,IBA TAS,TAS,IBA TAS,TAS,IDA IMP ISS TAS,IDA IGI TAS NAS,NAS,IBA TAS,ISS,IDA IBA TAS,ISS IBA,IDA,TAS,IMP,IDA,TAS,TAS,IDA,NAS,IDA TAS,TAS,IBA TAS,IDA IBA TAS,IDA ISS IBA TAS,IDA IMP IEP TAS,ISS IBA,IMP IBA,TAS,ISS IBA,IBA,IBA TAS,IDA IBA TAS,IDA IMP ISO,IDA ISS IBA TAS,IDA IGI ISS IBA TAS,IGI,ISS TAS,IMP,ISS IBA TAS,IDA IMP,IDA ISS TAS IC,IMP ISS NAS,TAS,ISS IBA TAS,IMP,ISS IBA TAS,TAS,IMP,IDA IBA TAS,IEP IBA,IMP,TAS,IDA ISS IBA TAS,IDA ISS IBA TAS,IBA TAS,ISS IBA TAS,IDA IMP ISS IBA TAS,TAS,IDA ISS IC,ISS,TAS	ENSG00000136754,ENSG00000134460,ENSG00000107485,ENSG00000152804,ENSG00000160683,ENSG00000154127,ENSG00000134954,ENSG00000110448,ENSG00000168071,ENSG00000135148,ENSG00000139370,ENSG00000111540,ENSG00000123374,ENSG00000184293,ENSG00000185650,ENSG00000170345,ENSG00000156127,ENSG00000140030,ENSG00000172575,ENSG00000140678,ENSG00000213918,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000073605,ENSG00000161405,ENSG00000172057,ENSG00000167914,ENSG00000168610,ENSG00000177885,ENSG00000172175,ENSG00000141655,ENSG00000105401,ENSG00000105647,ENSG00000105649,ENSG00000216490,ENSG00000130876,ENSG00000245848,ENSG00000186431,ENSG00000189430,ENSG00000240403,ENSG00000125735,ENSG00000134242,ENSG00000116824,ENSG00000143365,ENSG00000160712,ENSG00000185499,ENSG00000122223,ENSG00000179914,ENSG00000143226,ENSG00000173110,ENSG00000203747,ENSG00000090104,ENSG00000081237,ENSG00000136634,ENSG00000142224,ENSG00000117595,ENSG00000123685,ENSG00000157873,ENSG00000020633,ENSG00000132824,ENSG00000100985,ENSG00000198026,ENSG00000124205,ENSG00000159128,ENSG00000100023,ENSG00000100311,ENSG00000115602,ENSG00000115604,ENSG00000115607,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000168811,ENSG00000174004,ENSG00000163508,ENSG00000164062,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000169194,ENSG00000081059,ENSG00000237693,ENSG00000113263,ENSG00000135077,ENSG00000113302,ENSG00000118503,ENSG00000026297,ENSG00000112486,ENSG00000112182,ENSG00000128604,ENSG00000055130,ENSG00000185811,ENSG00000136573,ENSG00000076554,ENSG00000147324,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000213927,ENSG00000096968,ENSG00000165025,ENSG00000069493,ENSG00000162594,ENSG00000116288,ENSG00000087460	ABI1, IL2RA, GATA3, HHEX, CXCR5, UBASH3B, ETS1, CD5, CCDC88B, TRAFD1, SLC15A4, RAB5B, CDK2, CLEC2D, CLECL1, ZFP36L1, BATF, FOS, GPR65, RASGRP1, ITGAX, DNASE1, IRF8, CCL7, CCL2, CCL11, GSDMB, IKZF3, GSDMA, ORMDL3, STAT3, GRB2, MALT1, TNFRSF11A, CDC37, PIK3R2, RAB3A, IFI30, SLC7A10, CEBPA, FCAR, NCR1, KIR3DL2, TNFSF14, PTPN22, CD2, RORC, IL6R, MUC1, CD244, ITLN1, FCGR2A, HSPA6, FCGR3A, RGS1, PTPRC, IL10, IL19, IRF6, BATF3, TNFRSF14, RUNX3, IL23R, PARK7, SERINC3, MMP9, ZNF335, GNAS, EDN3, IFNGR2, PPIL2, PDGFB, IL1RL1, IL18R1, IL18RAP, CXCR1, CXCR2, CCL20, IL12A, NRROS, EOMES, APEH, CXCL3, CXCL5, PPBP, PF4, TSLP, IL4, IRF1, IL13, TCF7, IRGM, ITK, HAVCR2, IL12B, TNFAIP3, RNASET2, CCR6, BACH2, IRF5, CUL1, IKZF1, BLK, TPD52, MFHAS1, CARD9, CCL21, CCL19, CCL27, JAK2, SYK	PC12
query_1	TRUE	4.2892884613309e-22	764	239	57	0.238493723849372	0.0746073298429319	GO:0019221	GO:BP	cytokine-mediated signaling pathway	16592	6495	GO:0007166|GO:0071345	TAS,TAS,IMP,TAS,TAS,TAS,TAS,IBA,IDA IBA TAS,IBA TAS,IDA IMP IBA TAS NAS,TAS,IMP ISS IBA TAS,IMP,TAS,IDA NAS,TAS,TAS,IDA IMP IBA TAS,TAS,TAS,ISS,TAS,TAS,TAS,TAS,TAS,IBA TAS,TAS,IBA TAS,IDA,TAS,IDA IBA TAS,IDA IBA TAS,TAS,IDA,IBA TAS,TAS,IBA,IBA,IBA,IDA IBA,IDA TAS,ISS TAS,TAS,TAS,IMP,IBA TAS,IBA TAS,TAS,IDA TAS,TAS,ISS IBA,IBA TAS,IDA ISS IBA TAS,IMP ISS TAS,IBA TAS	ENSG00000134460,ENSG00000107485,ENSG00000162302,ENSG00000170345,ENSG00000156127,ENSG00000140678,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000168610,ENSG00000177885,ENSG00000141655,ENSG00000105401,ENSG00000216490,ENSG00000245848,ENSG00000125735,ENSG00000143365,ENSG00000160712,ENSG00000185499,ENSG00000117560,ENSG00000081237,ENSG00000136634,ENSG00000142224,ENSG00000162891,ENSG00000117595,ENSG00000157873,ENSG00000081985,ENSG00000100985,ENSG00000159128,ENSG00000100311,ENSG00000115602,ENSG00000115604,ENSG00000115607,ENSG00000153094,ENSG00000180871,ENSG00000115009,ENSG00000168811,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000169194,ENSG00000237693,ENSG00000113302,ENSG00000164485,ENSG00000118503,ENSG00000128604,ENSG00000055130,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000165025,ENSG00000162594	IL2RA, GATA3, RPS6KA4, BATF, FOS, ITGAX, IRF8, CCL7, CCL2, CCL11, STAT3, GRB2, TNFRSF11A, CDC37, IFI30, CEBPA, TNFSF14, RORC, IL6R, MUC1, FASLG, PTPRC, IL10, IL19, IL20, IRF6, TNFRSF14, IL12RB2, IL23R, MMP9, IFNGR2, PDGFB, IL1RL1, IL18R1, IL18RAP, BCL2L11, CXCR2, CCL20, IL12A, CXCL3, CXCL5, PPBP, PF4, TSLP, IL4, IRF1, IL13, IRGM, IL12B, IL22RA2, TNFAIP3, IRF5, CUL1, CCL21, CCL19, JAK2, SYK	PC12
query_1	TRUE	1.40165008944769e-21	912	239	61	0.255230125523013	0.0668859649122807	GO:0071345	GO:BP	cellular response to cytokine stimulus	16592	19430	GO:0034097|GO:0071310	TAS,IEP TAS,IMP,IDA,TAS,TAS,TAS,IDA TAS,IBA,IDA IEP ISS IBA TAS,IBA TAS,IDA IMP IBA TAS NAS,TAS,IMP ISS IBA TAS,IMP,TAS,IDA NAS,IDA ISO,TAS,TAS,IDA IMP IBA TAS,TAS,TAS,ISS,TAS,TAS,TAS,TAS,TAS,IBA TAS,TAS,IBA TAS,IDA,TAS,IDA IBA TAS,IDA IBA TAS,TAS,IDA,IBA TAS,TAS,IBA,IBA,IBA,IDA IBA,IDA TAS,IDA ISS TAS,TAS,TAS,IDA,IMP IBA,IBA TAS,IBA TAS,TAS,IDA TAS,TAS,ISS IBA,IBA TAS,IDA ISS IBA TAS,IMP ISS TAS,IMP,IBA TAS	ENSG00000134460,ENSG00000107485,ENSG00000162302,ENSG00000185650,ENSG00000170345,ENSG00000156127,ENSG00000140678,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000168610,ENSG00000177885,ENSG00000141655,ENSG00000105401,ENSG00000216490,ENSG00000245848,ENSG00000186431,ENSG00000125735,ENSG00000143365,ENSG00000160712,ENSG00000185499,ENSG00000117560,ENSG00000081237,ENSG00000136634,ENSG00000142224,ENSG00000162891,ENSG00000117595,ENSG00000157873,ENSG00000081985,ENSG00000100985,ENSG00000159128,ENSG00000100311,ENSG00000115602,ENSG00000115604,ENSG00000115607,ENSG00000153094,ENSG00000180871,ENSG00000115009,ENSG00000168811,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000169194,ENSG00000081059,ENSG00000237693,ENSG00000113302,ENSG00000164485,ENSG00000118503,ENSG00000128604,ENSG00000055130,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000165025,ENSG00000177628,ENSG00000162594	IL2RA, GATA3, RPS6KA4, ZFP36L1, BATF, FOS, ITGAX, IRF8, CCL7, CCL2, CCL11, STAT3, GRB2, TNFRSF11A, CDC37, IFI30, CEBPA, FCAR, TNFSF14, RORC, IL6R, GBA, MUC1, FASLG, PTPRC, IL10, IL19, IL20, IRF6, TNFRSF14, IL12RB2, IL23R, MMP9, IFNGR2, PDGFB, IL1RL1, IL18R1, IL18RAP, BCL2L11, CXCR2, CCL20, IL12A, CXCL3, CXCL5, PPBP, PF4, TSLP, IL4, IRF1, IL13, TCF7, IRGM, IL12B, IL22RA2, TNFAIP3, IRF5, CUL1, CCL21, CCL19, JAK2, SYK	PC12
query_1	TRUE	4.10072985379241e-20	978	239	61	0.255230125523013	0.0623721881390593	GO:0034097	GO:BP	response to cytokine	16592	9696	GO:0010033	TAS,IEP TAS,IMP,IDA,TAS,TAS,TAS,IDA TAS,IBA,IDA IEP ISS IBA TAS,IBA TAS,IDA IMP IBA TAS NAS,TAS,IMP ISS IBA TAS,IMP,TAS,IDA NAS,IDA ISO,TAS,TAS,IDA IMP IBA TAS,TAS,TAS,ISS,TAS,TAS,TAS,TAS,TAS,IBA TAS,TAS,IBA TAS,IDA,TAS,IDA IBA TAS,IDA IBA TAS,TAS,IDA,IBA TAS,TAS,IBA,IBA,IBA,IDA IBA,IDA TAS,IDA ISS TAS,TAS,TAS,IDA,IMP IBA,IBA TAS,IBA TAS,TAS,IDA TAS,TAS,ISS IBA,IBA TAS,IDA ISS IBA TAS,IMP ISS TAS,IMP,IDA IBA TAS	ENSG00000134460,ENSG00000107485,ENSG00000162302,ENSG00000185650,ENSG00000170345,ENSG00000156127,ENSG00000140678,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000168610,ENSG00000177885,ENSG00000141655,ENSG00000105401,ENSG00000216490,ENSG00000245848,ENSG00000186431,ENSG00000125735,ENSG00000143365,ENSG00000160712,ENSG00000185499,ENSG00000117560,ENSG00000081237,ENSG00000136634,ENSG00000142224,ENSG00000162891,ENSG00000117595,ENSG00000157873,ENSG00000081985,ENSG00000100985,ENSG00000159128,ENSG00000100311,ENSG00000115602,ENSG00000115604,ENSG00000115607,ENSG00000153094,ENSG00000180871,ENSG00000115009,ENSG00000168811,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000169194,ENSG00000081059,ENSG00000237693,ENSG00000113302,ENSG00000164485,ENSG00000118503,ENSG00000128604,ENSG00000055130,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000165025,ENSG00000177628,ENSG00000162594	IL2RA, GATA3, RPS6KA4, ZFP36L1, BATF, FOS, ITGAX, IRF8, CCL7, CCL2, CCL11, STAT3, GRB2, TNFRSF11A, CDC37, IFI30, CEBPA, FCAR, TNFSF14, RORC, IL6R, GBA, MUC1, FASLG, PTPRC, IL10, IL19, IL20, IRF6, TNFRSF14, IL12RB2, IL23R, MMP9, IFNGR2, PDGFB, IL1RL1, IL18R1, IL18RAP, BCL2L11, CXCR2, CCL20, IL12A, CXCL3, CXCL5, PPBP, PF4, TSLP, IL4, IRF1, IL13, TCF7, IRGM, IL12B, IL22RA2, TNFAIP3, IRF5, CUL1, CCL21, CCL19, JAK2, SYK	PC12
query_1	TRUE	6.39985090942292e-20	2118	239	90	0.376569037656904	0.0424929178470255	GO:0006955	GO:BP	immune response	16592	2901	GO:0002376|GO:0050896	TAS,TAS,ISS,IBA,TAS,ISS,IDA ISS TAS,TAS,TAS,ISS,TAS,IMP TAS,TAS,ISS,IDA TAS,IBA,IEP ISS IBA TAS,IBA,IBA,TAS,IBA,IDA ISS,TAS,IDA IMP ISS IBA TAS,IMP,IMP,TAS,TAS,TAS,IDA ISO TAS,TAS,TAS,IDA IBA TAS NAS IC,ISS,TAS NAS,TAS,IDA,TAS,IBA TAS,TAS,IBA TAS,TAS,IDA ISS TAS,IDA IGI TAS NAS,NAS,TAS,IDA IBA TAS,IDA,TAS,TAS,NAS,IDA TAS,TAS,IBA TAS,IBA TAS,IBA TAS,IDA IEP TAS,ISS IBA,IMP IBA,TAS,IBA,IBA,IBA TAS,IDA IBA,IDA ISO,IDA ISS TAS,IDA ISS IBA TAS,TAS,IMP,ISS IBA TAS,IDA,IDA ISS TAS,ISS NAS,TAS,ISS IBA TAS,IMP,ISS TAS,TAS,IDA IBA TAS,IMP,TAS,IBA TAS,ISS IBA TAS,TAS,TAS,IMP ISS IBA TAS,TAS,IDA ISS IC,ISS,TAS	ENSG00000136754,ENSG00000134460,ENSG00000107485,ENSG00000160683,ENSG00000134954,ENSG00000135148,ENSG00000139370,ENSG00000111540,ENSG00000170345,ENSG00000156127,ENSG00000140030,ENSG00000172575,ENSG00000140678,ENSG00000213918,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000073605,ENSG00000172057,ENSG00000167914,ENSG00000168610,ENSG00000177885,ENSG00000172175,ENSG00000141655,ENSG00000105401,ENSG00000105647,ENSG00000105649,ENSG00000216490,ENSG00000186431,ENSG00000189430,ENSG00000240403,ENSG00000134242,ENSG00000143365,ENSG00000160712,ENSG00000185499,ENSG00000122223,ENSG00000179914,ENSG00000143226,ENSG00000173110,ENSG00000203747,ENSG00000090104,ENSG00000081237,ENSG00000136634,ENSG00000142224,ENSG00000117595,ENSG00000157873,ENSG00000132824,ENSG00000100985,ENSG00000159128,ENSG00000115602,ENSG00000115604,ENSG00000115607,ENSG00000163464,ENSG00000180871,ENSG00000115009,ENSG00000168811,ENSG00000174004,ENSG00000163508,ENSG00000164062,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000081059,ENSG00000237693,ENSG00000113263,ENSG00000135077,ENSG00000113302,ENSG00000118503,ENSG00000026297,ENSG00000112486,ENSG00000112182,ENSG00000128604,ENSG00000055130,ENSG00000136573,ENSG00000147324,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000213927,ENSG00000096968,ENSG00000165025,ENSG00000069493,ENSG00000162594,ENSG00000116288,ENSG00000087460	ABI1, IL2RA, GATA3, CXCR5, ETS1, TRAFD1, SLC15A4, RAB5B, CLEC2D, BATF, FOS, GPR65, RASGRP1, ITGAX, DNASE1, IRF8, CCL7, CCL2, CCL11, GSDMB, GSDMA, ORMDL3, STAT3, GRB2, MALT1, TNFRSF11A, CDC37, PIK3R2, RAB3A, IFI30, FCAR, NCR1, KIR3DL2, PTPN22, RORC, IL6R, MUC1, CD244, ITLN1, FCGR2A, HSPA6, FCGR3A, RGS1, PTPRC, IL10, IL19, IRF6, TNFRSF14, IL23R, PARK7, SERINC3, MMP9, GNAS, IFNGR2, IL1RL1, IL18R1, IL18RAP, CXCR1, CXCR2, CCL20, IL12A, NRROS, EOMES, APEH, CXCL3, CXCL5, PPBP, PF4, TSLP, IL4, IRF1, TCF7, IRGM, ITK, HAVCR2, IL12B, TNFAIP3, RNASET2, CCR6, BACH2, IRF5, CUL1, BLK, MFHAS1, CARD9, CCL21, CCL19, CCL27, JAK2, SYK	PC12
query_1	TRUE	7.57916428270752e-20	1545	239	76	0.317991631799163	0.0491909385113269	GO:0006952	GO:BP	defense response	16592	2898	GO:0006950	IBA,IMP TAS,IDA,TAS,ISS,IDA,TAS,ISS,IMP,ISS,IDA TAS,IBA,IDA IEP ISS IBA,IBA TAS,IBA,IBA,IGI ISS IBA,IMP,IBA TAS NAS,ISS,IMP,TAS,ISS,IDA ISO,TAS,TAS,IBA IC,TAS NAS,TAS,TAS,TAS,ISS TAS,IDA TAS NAS,TAS,TAS,IBA,IDA,TAS,TAS,TAS,IDA TAS,IBA TAS,TAS,ISS IBA,IDA IEP,ISS,IMP,IBA,IBA,IBA,IDA IBA,IMP IBA,IDA IMP ISO,IDA ISS TAS,IGI ISS IBA IC,IGI TAS,IMP IBA,TAS,IDA ISS IC,ISS NAS,ISS TAS,ISS,ISS TAS,TAS,IBA,IDA,IMP,TAS,IBA TAS NAS,IBA NAS,IDA TAS,ISS IBA TAS,IC,IDA ISS IC,ISS,TAS	ENSG00000134460,ENSG00000107485,ENSG00000134954,ENSG00000126432,ENSG00000135148,ENSG00000139370,ENSG00000170345,ENSG00000156127,ENSG00000172575,ENSG00000213918,ENSG00000140968,ENSG00000108688,ENSG00000108691,ENSG00000172156,ENSG00000073605,ENSG00000167914,ENSG00000168610,ENSG00000108798,ENSG00000172175,ENSG00000141655,ENSG00000105401,ENSG00000216490,ENSG00000245848,ENSG00000186431,ENSG00000189430,ENSG00000240403,ENSG00000134242,ENSG00000160712,ENSG00000185499,ENSG00000143226,ENSG00000203747,ENSG00000081237,ENSG00000136634,ENSG00000162891,ENSG00000117595,ENSG00000157873,ENSG00000132824,ENSG00000100985,ENSG00000159128,ENSG00000115607,ENSG00000180871,ENSG00000115009,ENSG00000079263,ENSG00000115226,ENSG00000168811,ENSG00000174004,ENSG00000168297,ENSG00000163734,ENSG00000163735,ENSG00000163736,ENSG00000163737,ENSG00000181751,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000169194,ENSG00000237693,ENSG00000113263,ENSG00000113302,ENSG00000118503,ENSG00000112486,ENSG00000120436,ENSG00000128604,ENSG00000055130,ENSG00000136573,ENSG00000104415,ENSG00000147324,ENSG00000187796,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000165025,ENSG00000177628,ENSG00000162594,ENSG00000116288,ENSG00000087460	IL2RA, GATA3, ETS1, PRDX5, TRAFD1, SLC15A4, BATF, FOS, RASGRP1, DNASE1, IRF8, CCL7, CCL2, CCL11, GSDMB, GSDMA, STAT3, ABI3, MALT1, TNFRSF11A, CDC37, IFI30, CEBPA, FCAR, NCR1, KIR3DL2, PTPN22, IL6R, GBA, MUC1, FCGR2A, FCGR3A, PTPRC, IL10, IL20, IRF6, TNFRSF14, IL23R, PARK7, SERINC3, MMP9, GNAS, IFNGR2, IL18RAP, CXCR2, CCL20, SP140, FNDC4, IL12A, NRROS, PXK, CXCL3, CXCL5, PPBP, PF4, MACIR, TSLP, IL4, IRF1, IL13, IRGM, ITK, IL12B, TNFAIP3, CCR6, GPR31, IRF5, CUL1, BLK, CCN4, MFHAS1, CARD9, CCL21, CCL19, JAK2, SYK	PC12
query_1	TRUE	3.03577728080912e-19	1280	239	68	0.284518828451883	0.053125	GO:0001775	GO:BP	cell activation	16592	561	GO:0009987	TAS,IDA ISS,ISS,IBA,IBA,ISS,ISS TAS,TAS,IDA,ISS,ISS,IMP,TAS,ISS,ISS,ISS,ISS,TAS,ISS,TAS,ISS IBA,TAS,ISS,IDA ISO TAS,NAS,IDA NAS,IDA IMP ISS IBA,TAS NAS,ISS,IDA,TAS,TAS,IMP ISS TAS,IDA IGI NAS,ISS,IDA IBA TAS,ISS,TAS,IMP,IDA,TAS,IDA TAS,IDA,IMP IBA,TAS,TAS,IDA,IMP,ISS,IDA IGI ISS IBA TAS,IGI,ISS,ISS IBA TAS,IDA IMP,IDA ISS IC,ISS,TAS,ISS,IMP,IBA,IEP IBA,IMP,IDA ISS,IDA ISS,ISS,IMP ISS IBA TAS,ISS IC,IDA IMP ISO	ENSG00000134460,ENSG00000107485,ENSG00000152804,ENSG00000154127,ENSG00000110448,ENSG00000168071,ENSG00000139370,ENSG00000111540,ENSG00000184293,ENSG00000185650,ENSG00000156127,ENSG00000172575,ENSG00000140678,ENSG00000213918,ENSG00000140968,ENSG00000108691,ENSG00000161405,ENSG00000172057,ENSG00000168610,ENSG00000177885,ENSG00000172175,ENSG00000105649,ENSG00000245848,ENSG00000186431,ENSG00000189430,ENSG00000125735,ENSG00000134242,ENSG00000116824,ENSG00000143365,ENSG00000122223,ENSG00000143226,ENSG00000173110,ENSG00000081237,ENSG00000136634,ENSG00000123685,ENSG00000157873,ENSG00000020633,ENSG00000100985,ENSG00000198026,ENSG00000100311,ENSG00000163464,ENSG00000180871,ENSG00000168811,ENSG00000163508,ENSG00000164062,ENSG00000163736,ENSG00000163737,ENSG00000145777,ENSG00000125347,ENSG00000113520,ENSG00000169194,ENSG00000081059,ENSG00000113263,ENSG00000135077,ENSG00000113302,ENSG00000118503,ENSG00000026297,ENSG00000112486,ENSG00000185811,ENSG00000136573,ENSG00000076554,ENSG00000147324,ENSG00000137077,ENSG00000172724,ENSG00000096968,ENSG00000165025,ENSG00000162594,ENSG00000087460	IL2RA, GATA3, HHEX, UBASH3B, CD5, CCDC88B, SLC15A4, RAB5B, CLECL1, ZFP36L1, BATF, RASGRP1, ITGAX, DNASE1, IRF8, CCL2, IKZF3, ORMDL3, STAT3, GRB2, MALT1, RAB3A, CEBPA, FCAR, NCR1, TNFSF14, PTPN22, CD2, RORC, CD244, FCGR2A, HSPA6, PTPRC, IL10, BATF3, TNFRSF14, RUNX3, IL23R, MMP9, ZNF335, GNAS, PDGFB, CXCR1, CXCR2, IL12A, EOMES, APEH, PPBP, PF4, TSLP, IL4, IRF1, IL13, TCF7, ITK, HAVCR2, IL12B, TNFAIP3, RNASET2, CCR6, IKZF1, BLK, TPD52, MFHAS1, CCL21, CCL19, JAK2, SYK	PC12
