"File_ID"	"First_Author"	"Year"	"Reference"	"Trait_ID_2.0"	"Trait_long"	"Trait_class"	"N0"	"N1"	"N"	"URL"	"Chip"	"Population"	"Collection"	"Retrieval_date"	"Public"	"Notes"	"Trait"
"ph742.9_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph742.9"	"Other derangement of joint (UKBB)"	"OTH"	422183	3347	425530	"https://www.dropbox.com/s/ih39aaptod9ryj4/phecode-742.9-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph742.9_PanUKBB_PanUKBBR1_1"
"ph743_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph743"	"Osteoporosis, osteopenia and pathological fracture (UKBB)"	"OTH"	426312	10798	437110	"https://www.dropbox.com/s/52rhull45mj7y4s/phecode-743-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph743_PanUKBB_PanUKBBR1_1"
"ph743.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph743.1"	"Osteoporosis (UKBB)"	"OTH"	426312	9044	435356	"https://www.dropbox.com/s/sj964u94i9xuqzt/phecode-743.1-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph743.1_PanUKBB_PanUKBBR1_1"
"ph743.11_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph743.11"	"Osteoporosis NOS (UKBB)"	"OTH"	426312	9034	435346	"https://www.dropbox.com/s/t3wldmow7d2m3ld/phecode-743.11-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph743.11_PanUKBB_PanUKBBR1_1"
"ph743.2_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph743.2"	"Pathologic fracture (UKBB)"	"OTH"	411038	781	411819	"https://www.dropbox.com/s/xdex5ff9s5tdx5l/phecode-743.2-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph743.2_PanUKBB_PanUKBBR1_1"
"ph743.21_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph743.21"	"Pathologic fracture of vertebrae (UKBB)"	"OTH"	411038	455	411493	"https://www.dropbox.com/s/as2e2hwovzkgtdt/phecode-743.21-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph743.21_PanUKBB_PanUKBBR1_1"
"ph743.9_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph743.9"	"Osteopenia or other disorder of bone and cartilage (UKBB)"	"OTH"	411038	1126	412164	"https://www.dropbox.com/s/xttgyebgptv43cv/phecode-743.9-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph743.9_PanUKBB_PanUKBBR1_1"
"ph745_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph745"	"Pain in joint (UKBB)"	"OTH"	425852	11210	437062	"https://www.dropbox.com/s/1i0x9meks1369hf/phecode-745-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph745_PanUKBB_PanUKBBR1_1"
"ph747_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph747"	"Cardiac and circulatory congenital anomalies (UKBB)"	"OTH"	425660	4142	429802	"https://www.dropbox.com/s/tjrgpa37pmq4lft/phecode-747-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph747_PanUKBB_PanUKBBR1_1"
"ph747.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph747.1"	"Cardiac congenital anomalies (UKBB)"	"OTH"	425660	3813	429473	"https://www.dropbox.com/s/bwbdem3dca5ff6b/phecode-747.1-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph747.1_PanUKBB_PanUKBBR1_1"
"ph747.11_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph747.11"	"Cardiac shunt/ heart septal defect (UKBB)"	"OTH"	416857	777	417634	"https://www.dropbox.com/s/7c8i1ysk629h9yd/phecode-747.11-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph747.11_PanUKBB_PanUKBBR1_1"
"ph747.12_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph747.12"	"Valvular heart disease/ heart chambers (UKBB)"	"OTH"	416857	361	417218	"https://www.dropbox.com/s/ele6q6qg5d7ajjq/phecode-747.12-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph747.12_PanUKBB_PanUKBBR1_1"
"ph747.13_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph747.13"	"Congenital anomalies of great vessels (UKBB)"	"OTH"	416857	2784	419641	"https://www.dropbox.com/s/ovpgs66gwerv3fo/phecode-747.13-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph747.13_PanUKBB_PanUKBBR1_1"
"ph747.2_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph747.2"	"Congenital anomalies of peripheral vascular system (UKBB)"	"OTH"	416857	323	417180	"https://www.dropbox.com/s/x5y09uqzp8fefab/phecode-747.2-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph747.2_PanUKBB_PanUKBBR1_1"
"ph749_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph749"	"Congenital anomalies of face and neck (UKBB)"	"OTH"	420099	424	420523	"https://www.dropbox.com/s/qly79ca0qklxsvd/phecode-749-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph749_PanUKBB_PanUKBBR1_1"
"ph750_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750"	"Digestive congenital anomalies (UKBB)"	"OTH"	417905	946	418851	"https://www.dropbox.com/s/y1hju80cefkew7j/phecode-750-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750_PanUKBB_PanUKBBR1_1"
"ph750.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750.1"	"Upper gastrointestinal congenital anomalies (UKBB)"	"OTH"	417905	468	418373	"https://www.dropbox.com/s/v1oin5bsbkomm9z/phecode-750.1-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750.1_PanUKBB_PanUKBBR1_1"
"ph750.13_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750.13"	"Congenital anomalies of mouth/tongue (UKBB)"	"OTH"	417905	264	418169	"https://www.dropbox.com/s/ug6woosnm1cbyvw/phecode-750.13-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750.13_PanUKBB_PanUKBBR1_1"
"ph750.14_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750.14"	"Congenital anomalies of esophagus (UKBB)"	"OTH"	417905	115	418020	"https://www.dropbox.com/s/ru556pjjkgney5v/phecode-750.14-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750.14_PanUKBB_PanUKBBR1_1"
"ph750.2_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750.2"	"Lower gastrointestinal congenital anomalies (UKBB)"	"OTH"	417905	475	418380	"https://www.dropbox.com/s/6b4oagr5w6ao2ew/phecode-750.2-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750.2_PanUKBB_PanUKBBR1_1"
"ph750.21_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750.21"	"Congenital anomalies of intestine (UKBB)"	"OTH"	417905	300	418205	"https://www.dropbox.com/s/nmbl8bn4j7s9by3/phecode-750.21-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750.21_PanUKBB_PanUKBBR1_1"
"ph750.22_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph750.22"	"Congenital anomaly of gallbladder, bile ducts, liver, pancreas (UKBB)"	"OTH"	417905	156	418061	"https://www.dropbox.com/s/es3l2mbpuxvcsgv/phecode-750.22-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph750.22_PanUKBB_PanUKBBR1_1"
"ph751_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph751"	"Genitourinary congenital anomalies (UKBB)"	"OTH"	417905	2097	420002	"https://www.dropbox.com/s/cuv6bcb3ahbo757/phecode-751-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph751_PanUKBB_PanUKBBR1_1"
"ph751.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph751.1"	"Congenital anomalies of genital organs (UKBB)"	"OTH"	417905	917	418822	"https://www.dropbox.com/s/t47o0k1nt8jblr5/phecode-751.1-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph751.1_PanUKBB_PanUKBBR1_1"
"ph751.2_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph751.2"	"Congenital anomalies of urinary system (UKBB)"	"OTH"	417905	1159	419064	"https://www.dropbox.com/s/xl4e3popf9pvt5k/phecode-751.2-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph751.2_PanUKBB_PanUKBBR1_1"
"ph751.21_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph751.21"	"Cystic kidney disease (UKBB)"	"OTH"	417905	582	418487	"https://www.dropbox.com/s/2sdvx386xfek5cd/phecode-751.21-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph751.21_PanUKBB_PanUKBBR1_1"
"ph751.22_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph751.22"	"Other specified congenital anomalies of kidney (UKBB)"	"OTH"	417905	486	418391	"https://www.dropbox.com/s/qzxnye80566zzqs/phecode-751.22-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph751.22_PanUKBB_PanUKBBR1_1"
"ph752_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph752"	"Nervous system congenital anomalies (UKBB)"	"OTH"	419889	428	420317	"https://www.dropbox.com/s/f6qmgf2vhfpbev4/phecode-752-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph752_PanUKBB_PanUKBBR1_1"
"ph752.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph752.1"	"Neural tube defects (UKBB)"	"OTH"	419889	329	420218	"https://www.dropbox.com/s/buvuia6j784kv7n/phecode-752.1-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph752.1_PanUKBB_PanUKBBR1_1"
"ph752.11_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph752.11"	"Spina bifida (UKBB)"	"OTH"	419889	268	420157	"https://www.dropbox.com/s/vscfo75guav7l8e/phecode-752.11-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph752.11_PanUKBB_PanUKBBR1_1"
"ph752.2_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph752.2"	"Other specified congenital anomalies of nervous system (UKBB)"	"OTH"	419889	182	420071	"https://www.dropbox.com/s/3uddrow9c90tbbw/phecode-752.2-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph752.2_PanUKBB_PanUKBBR1_1"
"ph753_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph753"	"Congenital anomalies of the eye (UKBB)"	"OTH"	419889	168	420057	"https://www.dropbox.com/s/bq5wwkd3c5anbos/phecode-753-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph753_PanUKBB_PanUKBBR1_1"
"ph754_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph754"	"Congenital musculoskeletal deformities of spine (UKBB)"	"OTH"	419170	147	419317	"https://www.dropbox.com/s/v3qhpjxswyea5i5/phecode-754-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph754_PanUKBB_PanUKBBR1_1"
"ph755_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph755"	"Congenital anomalies of limbs (UKBB)"	"OTH"	419170	579	419749	"https://www.dropbox.com/s/n7zmm1f0tovu9di/phecode-755-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph755_PanUKBB_PanUKBBR1_1"
"ph755.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph755.1"	"Congenital deformities of feet (UKBB)"	"OTH"	419170	293	419463	"https://www.dropbox.com/s/pen81xlkx282njg/phecode-755.1-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph755.1_PanUKBB_PanUKBBR1_1"
"ph755.6_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph755.6"	"Other congenital anomalies of lower limb, including pelvic girdle (UKBB)"	"OTH"	419170	218	419388	"https://www.dropbox.com/s/13q95ajfffanz0j/phecode-755.6-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph755.6_PanUKBB_PanUKBBR1_1"
"ph755.61_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph755.61"	"Congenital hip dysplasia and deformity (UKBB)"	"OTH"	419170	142	419312	"https://www.dropbox.com/s/jk4t902l83u0opi/phecode-755.61-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph755.61_PanUKBB_PanUKBBR1_1"
"ph756_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph756"	"Other congenital musculoskeletal anomalies (UKBB)"	"OTH"	419170	875	420045	"https://www.dropbox.com/s/6rg0watkivyj46c/phecode-756-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph756_PanUKBB_PanUKBBR1_1"
"ph756.5_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph756.5"	"Congenital osteodystrophies (UKBB)"	"OTH"	419170	630	419800	"https://www.dropbox.com/s/h5mrbi34hojkkrv/phecode-756.5-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph756.5_PanUKBB_PanUKBBR1_1"
"ph757_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph757"	"Congenital anomalies of the integument (UKBB)"	"OTH"	419140	232	419372	"https://www.dropbox.com/s/s7i3vb8vnwnhqjt/phecode-757-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph757_PanUKBB_PanUKBBR1_1"
"ph758_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph758"	"Chromosomal anomalies and genetic disorders (UKBB)"	"OTH"	419140	201	419341	"https://www.dropbox.com/s/gujv26cgpe0agv9/phecode-758-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph758_PanUKBB_PanUKBBR1_1"
"ph759_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph759"	"Other and unspecified congenital anomalies (UKBB)"	"OTH"	419140	313	419453	"https://www.dropbox.com/s/3lgor7fv1osb55v/phecode-759-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph759_PanUKBB_PanUKBBR1_1"
"ph759.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph759.1"	"Anomalies of endocrine glands, congenital (UKBB)"	"OTH"	419140	132	419272	"https://www.dropbox.com/s/o13df9qhmuszubd/phecode-759.1-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph759.1_PanUKBB_PanUKBBR1_1"
"ph760_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph760"	"Back pain (UKBB)"	"OTH"	421440	20836	442276	"https://www.dropbox.com/s/0icy1wd6ch89zb2/phecode-760-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EAS,EUR,MID)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph760_PanUKBB_PanUKBBR1_1"
"ph761_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph761"	"Cervicalgia (UKBB)"	"OTH"	427046	2667	429713	"https://www.dropbox.com/s/l5mn8g4tde7iz0v/phecode-761-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph761_PanUKBB_PanUKBBR1_1"
"ph764_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph764"	"Sciatica (UKBB)"	"OTH"	430802	3457	434259	"https://www.dropbox.com/s/pd8eq2qdz8qcsex/phecode-764-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph764_PanUKBB_PanUKBBR1_1"
"ph765_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph765"	"Cervical radiculitis (UKBB)"	"OTH"	415549	723	416272	"https://www.dropbox.com/s/t6vp1dj1gxtwby6/phecode-765-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph765_PanUKBB_PanUKBBR1_1"
"ph766_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph766"	"Neuralgia, neuritis, and radiculitis NOS (UKBB)"	"OTH"	424279	1882	426161	"https://www.dropbox.com/s/punn9y9g4b7v66l/phecode-766-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph766_PanUKBB_PanUKBBR1_1"
"ph770_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph770"	"Myalgia and myositis unspecified (UKBB)"	"IMD"	419572	1129	420701	"https://www.dropbox.com/s/nwkxms7747rgr6k/phecode-770-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph770_PanUKBB_PanUKBBR1_1"
"ph771_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph771"	"Musculoskeletal symptoms referable to limbs (UKBB)"	"OTH"	413764	1147	414911	"https://www.dropbox.com/s/rjb16ubn9s27i97/phecode-771-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph771_PanUKBB_PanUKBBR1_1"
"ph771.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph771.1"	"Swelling of limb (UKBB)"	"OTH"	428985	6705	435690	"https://www.dropbox.com/s/cyufi5bnr94t329/phecode-771.1-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph771.1_PanUKBB_PanUKBBR1_1"
"ph772_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph772"	"Symptoms of the muscles (UKBB)"	"OTH"	419537	994	420531	"https://www.dropbox.com/s/q55pvuztxq5qszb/phecode-772-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph772_PanUKBB_PanUKBBR1_1"
"ph772.1_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph772.1"	"Muscular wasting and disuse atrophy (UKBB)"	"OTH"	419537	162	419699	"https://www.dropbox.com/s/6vfx74tgazaz65m/phecode-772.1-both_sexes.tsv.bgz?dl=0"	NA	"European (EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph772.1_PanUKBB_PanUKBBR1_1"
"ph773_PanUKBB_PanUKBBR1_1-hg38.tsv.gz"	"PanUKBB"	2020	"PanUKBBR1"	"ph773"	"Pain in limb (UKBB)"	"OTH"	427995	8905	436900	"https://www.dropbox.com/s/374jy08eczzy7qo/phecode-773-both_sexes.tsv.bgz?dl=0"	NA	"Trans-ethnic (AFR,CSA,EUR)"	"PanUKBB"	2020-06-18T00:00:00Z	"Y"	"PanUKBB R1 release. Filtered by 300k SNP manifest"	"ph773_PanUKBB_PanUKBBR1_1"
