Trait	PC	Delta	Var.Delta	P	First_Author	Trait_ID_2.0	Trait_long	Trait_class	Population	Label	FDR.PC	stars
ATD_Paternoster_26482879_1	PC12	0.00611199225869535	5.52953588301681e-06	0.00934433395843859	Paternoster	ATD	Atopic Dermatitis	IMD	Trans-ethnic	Atopic Dermatitis	0.0301845423813161	○
ATD_Paternoster_26482879_1	PC13	0.019055488548596	5.9052686849723e-06	4.45124878817742e-15	Paternoster	ATD	Atopic Dermatitis	IMD	Trans-ethnic	Atopic Dermatitis	2.68201825718032e-14	●
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC1	0.0247258810317517	9.89579837536728e-05	0.0129343402426159	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.0343952288015931	○
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC2	0.0432402878532041	9.9891066878909e-05	1.51575805239366e-05	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.000150312673529038	●
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC3	-0.0422187794589661	9.50511874262968e-05	1.48846232999012e-05	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	6.44098244613906e-05	●
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC4	-0.00505086658782538	9.14929301221375e-05	0.597467095227437	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.87756471679595	""
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC5	-0.0346804970141805	8.6740118555376e-05	0.000196320048123841	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.00147997217819217	●
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC6	-0.0276134410797771	8.54064851991534e-05	0.00280844246340783	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.0230485967686574	○
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC7	0.0184006412475503	8.20059296296772e-05	0.0421599908972893	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.241785008037466	""
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC8	-0.0320140847966917	9.31486813419038e-05	0.000909715501832785	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.00492073385082279	●
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC9	-0.0160246538423636	9.05230843575815e-05	0.0921315439893712	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.329930820589153	""
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC10	0.0021006147639912	0.000113357157304857	0.843594608308043	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.995058871913097	""
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC11	-0.000622033901217114	8.96584817308681e-05	0.947622333569527	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.99185333193263	""
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC12	-0.0167563908888858	8.9193674217856e-05	0.0760227244636904	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.169891158895383	""
CHIRBIL_PRIM_FinnGen_FinnGenR7_1	PC13	0.0164982182626397	9.56017610311401e-05	0.0915368762837115	FinnGen	CHIRBIL_PRIM	Biliary chirrosis, primary (FinnGen)	IMD	European (Finnish)	Primary biliary cholangitis	0.157298025671649	""
CREST_FinnGen_FinnGenR7_1	PC1	0.00935616356665313	0.000155648639758627	0.453292274869651	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.629058667166046	""
CREST_FinnGen_FinnGenR7_1	PC2	0.0552036591325303	0.000153136087892003	8.15903382253989e-06	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	8.82659113529315e-05	●
CREST_FinnGen_FinnGenR7_1	PC3	-0.0341255969173084	0.00014867646428726	0.00513059198619704	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.0151687067417999	○
CREST_FinnGen_FinnGenR7_1	PC4	0.00868099557709393	0.00014352055162745	0.468682963177788	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.791110249902933	""
CREST_FinnGen_FinnGenR7_1	PC5	-0.00633702275614139	0.00013478747508227	0.585180124475368	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.816446305454364	""
CREST_FinnGen_FinnGenR7_1	PC6	-0.0107447287388127	0.00013259075229951	0.350756527017642	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.674057757290811	""
CREST_FinnGen_FinnGenR7_1	PC7	-0.0026891258612661	0.000128066683212493	0.812171568811551	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.916461396561634	""
CREST_FinnGen_FinnGenR7_1	PC8	-0.0114249729730281	0.000144771103220254	0.342344954362255	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.554272783253175	""
CREST_FinnGen_FinnGenR7_1	PC9	-0.00282350991137272	0.000141667836459387	0.812485111031188	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.954920772471224	""
CREST_FinnGen_FinnGenR7_1	PC10	0.00598239319412161	0.000175698911585403	0.651754559821254	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.920994148922682	""
CREST_FinnGen_FinnGenR7_1	PC11	0.0168682265495075	0.000138888938535629	0.152339604562091	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.447701547109604	""
CREST_FinnGen_FinnGenR7_1	PC12	-0.00527093898536057	0.000139450415979677	0.655342556631972	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.799853992196971	""
CREST_FinnGen_FinnGenR7_1	PC13	0.0170703280908774	0.000148882267527973	0.161810407251938	FinnGen	CREST	CR(E)ST syndrome (FinnGen)	IMD	European (Finnish)	CR(E)ST syndrome	0.25186596063802	""
D3_ITP_FinnGen_FinnGenR7_1	PC1	-0.0121608448179385	7.2649950987513e-05	0.153653670616438	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.278675916977906	""
D3_ITP_FinnGen_FinnGenR7_1	PC2	0.0111814747493477	7.25198969439745e-05	0.18917706783907	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.511812710104262	""
D3_ITP_FinnGen_FinnGenR7_1	PC3	-0.0319209295486622	6.86216114700788e-05	0.00011648471194165	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.000454481335116602	●
D3_ITP_FinnGen_FinnGenR7_1	PC4	-0.00567677909617008	6.63801544211318e-05	0.485953349192502	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.803172896582052	""
D3_ITP_FinnGen_FinnGenR7_1	PC5	-0.00627297998469905	6.20775313046419e-05	0.425932301046598	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.687073084679143	""
D3_ITP_FinnGen_FinnGenR7_1	PC6	-0.0102084823600626	6.12275545955414e-05	0.192018494606772	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.510619013591193	""
D3_ITP_FinnGen_FinnGenR7_1	PC7	-0.00460530292694551	5.88544347119184e-05	0.548306076768064	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.820734882206284	""
D3_ITP_FinnGen_FinnGenR7_1	PC8	-0.0189397142800229	6.70017618911633e-05	0.0206773812365182	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.0669553297182494	""
D3_ITP_FinnGen_FinnGenR7_1	PC9	-0.010507406037629	6.54054423388413e-05	0.193862410888029	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.537167294978615	""
D3_ITP_FinnGen_FinnGenR7_1	PC10	-0.000610886709923323	8.07417815308147e-05	0.945797772899954	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.995058871913097	""
D3_ITP_FinnGen_FinnGenR7_1	PC11	0.00759072363702586	6.41883378843795e-05	0.343410840088611	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.659127257589431	""
D3_ITP_FinnGen_FinnGenR7_1	PC12	-0.0163878116635046	6.40967750130574e-05	0.0406650118679342	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.098256576899171	""
D3_ITP_FinnGen_FinnGenR7_1	PC13	0.0147575157576254	6.87337249018882e-05	0.0750703847073899	FinnGen	D3_ITP	Idiopathic thrombocytopenic purpura (FinnGen)	IMD	European (Finnish)	Idiopathic thrombocytopenic purpura	0.131373173237932	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC1	0.00457318077231963	1.43104894879473e-05	0.226700467453763	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.379962755309828	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC2	-0.00741129016075751	1.42813485899457e-05	0.0498623729942805	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.192963329636403	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC3	-0.0211427777751739	1.35319536506105e-05	9.05526571680434e-09	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	5.19314033879382e-08	●
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC4	-0.00100732298700463	1.31031620615492e-05	0.780798070180736	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.963470399475472	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC5	-0.0109944907447253	1.22493296750527e-05	0.00168160006477388	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.00920047851531456	●
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC6	-0.00632969340013289	1.20490432265867e-05	0.0682272998832932	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.26839830367312	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC7	0.00212943549418311	1.16172149648958e-05	0.532128341918258	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.81183682933683	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC8	-0.00304384509644686	1.32117537609575e-05	0.402357629703729	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.608007084885635	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC9	-0.00224508761746785	1.29051079562939e-05	0.531997073291905	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.820761287882892	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC10	-0.00586143868308169	1.59310370385882e-05	0.14196088287882	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.448667305707098	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC11	0.00181038329216244	1.26585245173956e-05	0.610866230947506	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.835552660721301	""
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC12	-0.0120744221058136	1.26394358040953e-05	0.000683103525698836	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.0029703480456241	●
D3_SARCOIDOSIS_FinnGen_FinnGenR7_1	PC13	0.0103709676550285	1.35284657794218e-05	0.00480762471521175	FinnGen	D3_SARCOIDOSIS	Sarcoidosis (FinnGen)	IMD	European (Finnish)	Sarcoidosis	0.0115577240628323	○
DMY_Miller_26291516_1	PC1	0.0365526791708771	9.32529083481178e-05	0.000153589368271248	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.00059437836826922	●
DMY_Miller_26291516_1	PC2	0.0191026879475786	8.45609017713705e-05	0.0377692655797325	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.156331916660458	""
DMY_Miller_26291516_1	PC3	-0.00732944192855851	8.35697251956218e-05	0.422689626490844	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.583263932352367	""
DMY_Miller_26291516_1	PC4	0.00803464830540785	8.76577784267864e-05	0.390800439159432	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.712724172566627	""
DMY_Miller_26291516_1	PC5	0.00369525034757556	7.26636586923871e-05	0.664654368869581	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.854299301305218	""
DMY_Miller_26291516_1	PC6	0.00921836262085418	7.24360548016294e-05	0.278755363832898	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.600396168255473	""
DMY_Miller_26291516_1	PC7	0.00411936184378846	7.0321167338423e-05	0.623262163511313	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.848164898614167	""
DMY_Miller_26291516_1	PC8	-0.0105742423942562	7.53457855915579e-05	0.223146718245497	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.415439916825117	""
DMY_Miller_26291516_1	PC9	-0.0160443500191595	8.04256498891336e-05	0.0736051979165853	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.282548985550763	""
DMY_Miller_26291516_1	PC10	0.0140789796333379	0.000103343838299268	0.166072835186226	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.490997947507103	""
DMY_Miller_26291516_1	PC11	0.00913563683482075	7.47185084072848e-05	0.290567411849252	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.614711502401084	""
DMY_Miller_26291516_1	PC12	-0.0211045663832031	7.74248996439332e-05	0.0164632738938759	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.0482003482912598	○
DMY_Miller_26291516_1	PC13	0.0199478310384723	7.82821147252737e-05	0.0241601096509783	Miller	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Miller)	0.0495698801459727	○
DMY_Rothwell_up_1	PC1	0.030766485978193	6.82471287595403e-05	0.000195917523232753	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.000746053928470323	●
DMY_Rothwell_up_1	PC2	0.0148999305929843	6.01469787359202e-05	0.0547038451840606	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.209992179900104	""
DMY_Rothwell_up_1	PC3	-0.0170767081287693	5.82649581695673e-05	0.0252747435631196	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.059264915941108	""
DMY_Rothwell_up_1	PC4	-0.00182873125952852	5.33311933795542e-05	0.802266922162588	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.963470399475472	""
DMY_Rothwell_up_1	PC5	0.00110462979791529	4.97255641288786e-05	0.87552169087834	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.947155283768386	""
DMY_Rothwell_up_1	PC6	-0.00646514415238492	4.95586825554216e-05	0.35842447408521	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.674348022389565	""
DMY_Rothwell_up_1	PC7	0.0107295885394875	5.10638900709596e-05	0.133225586954025	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.433017509844189	""
DMY_Rothwell_up_1	PC8	-0.0049763491605066	5.35024459689224e-05	0.496291165791541	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.682758944846166	""
DMY_Rothwell_up_1	PC9	-0.0187082367709903	5.41316301069309e-05	0.0109977178952372	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.0630712496160591	""
DMY_Rothwell_up_1	PC10	-0.00253763272260772	7.06817468890136e-05	0.762774917980277	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.963079206786769	""
DMY_Rothwell_up_1	PC11	0.0173292766383766	5.16616273490241e-05	0.01590904625279	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.11136332376953	""
DMY_Rothwell_up_1	PC12	-0.023800583859724	5.18338026899046e-05	0.000946940842529313	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.00395389334249082	●
DMY_Rothwell_up_1	PC13	0.00444430057028076	5.37508260620332e-05	0.544386661476389	Rothwell	DMY	Dermatomyositis	IMD	European	Dermatomyositis (Rothwell)	0.659358908047738	""
E4_DM1_FinnGen_FinnGenR7_1	PC1	0.0374462667749872	5.31087517217103e-06	2.27198078588295e-59	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	5.14982311466802e-58	●
E4_DM1_FinnGen_FinnGenR7_1	PC2	-0.0182393837366752	5.44827012564546e-06	5.53422727400006e-15	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	2.63429218242403e-13	●
E4_DM1_FinnGen_FinnGenR7_1	PC3	-0.0274595346998605	5.14372219951552e-06	9.63891661257413e-34	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	1.34944832576038e-32	●
E4_DM1_FinnGen_FinnGenR7_1	PC4	-0.0236283718452108	4.93106604010436e-06	1.93021771156374e-26	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	1.5313060511739e-24	●
E4_DM1_FinnGen_FinnGenR7_1	PC5	-0.0159957529103067	4.69547814328369e-06	1.56113800058627e-13	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	4.95401125519376e-12	●
E4_DM1_FinnGen_FinnGenR7_1	PC6	0.00313221329122216	4.60917205394171e-06	0.144579369473009	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	0.446881687462028	""
E4_DM1_FinnGen_FinnGenR7_1	PC7	-0.00381021473800829	4.43119121886795e-06	0.0702889158801746	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	0.318643085323458	""
E4_DM1_FinnGen_FinnGenR7_1	PC8	-0.0181431425589924	5.0278077580891e-06	5.89872286932491e-16	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	1.87186139053244e-14	●
E4_DM1_FinnGen_FinnGenR7_1	PC9	0.00928527499280056	4.87344562428915e-06	2.59847421714749e-05	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	0.000304766964224794	●
E4_DM1_FinnGen_FinnGenR7_1	PC10	-0.00566198398510538	6.09994486539294e-06	0.0218779219062631	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	0.144637372602517	""
E4_DM1_FinnGen_FinnGenR7_1	PC11	-0.0028164363932834	4.84557049641778e-06	0.200734311829321	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	0.500259332098203	""
E4_DM1_FinnGen_FinnGenR7_1	PC12	-0.00808040423863798	4.8091909862111e-06	0.000229010757888888	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	0.00107929822529813	●
E4_DM1_FinnGen_FinnGenR7_1	PC13	0.0184654712102238	5.16025425905435e-06	4.33667687130364e-16	FinnGen	E4_DM1	Type 1 diabetes (FinnGen)	IMD	European (Finnish)	Type 1 diabetes	2.94894027248648e-15	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC1	0.0250459206887293	1.60762646385694e-06	7.48214292506978e-87	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	3.23772730212111e-85	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC2	-0.007840976135453	1.621924054333e-06	7.42306308569924e-10	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	1.41335121151714e-08	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC3	-0.0210034653690866	1.53706630111917e-06	2.23446396431433e-64	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	6.64753029383513e-63	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC4	-0.00210951518604245	1.47751400966586e-06	0.082657773434051	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	0.289302207019178	""
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC5	-0.0124097311549092	1.39708412757e-06	8.72294524825804e-26	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	8.30424387634166e-24	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC6	-0.003873715301864	1.37194950466101e-06	0.000942382588341607	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	0.0089714822410121	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC7	-0.000729685771186269	1.32043126562032e-06	0.52542435951703	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	0.809391570000344	""
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC8	-0.0174396538669794	1.50207008783555e-06	6.00221460691145e-46	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	1.42852707644493e-43	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC9	-0.00280756229806679	1.45996517623896e-06	0.0201478650831878	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	0.100951408206288	""
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC10	0.0035922999330792	1.8165488121581e-06	0.00769155217689502	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	0.0653781935036077	""
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC11	0.00608567668503258	1.44195205153034e-06	4.02094784577123e-07	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	1.59497597882259e-05	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC12	-0.0145563020951485	1.4360626079554e-06	5.96042700055484e-34	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	4.05309036037729e-32	●
E4_HYTHY_AI_STRICT_FinnGen_FinnGenR7_1	PC13	0.0122682793429647	1.54121598548055e-06	4.9748554076165e-23	FinnGen	E4_HYTHY_AI_STRICT	Hypothyroidism, strict autoimmune (FinnGen)	IMD	European (Finnish)	Hypothyroidism, strict autoimmune	4.73606234805091e-22	●
EGPAANCAn_Lyons_31719529_1	PC1	0.0244418287308232	0.000126468838734763	0.0297493711691551	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.0711592998819991	""
EGPAANCAn_Lyons_31719529_1	PC2	-0.00242809233456412	0.000117368679524414	0.822660527514244	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.971678439446105	""
EGPAANCAn_Lyons_31719529_1	PC3	-0.00126620161450611	0.000111239559671135	0.904441116443626	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.967213666162273	""
EGPAANCAn_Lyons_31719529_1	PC4	0.000402215484408053	0.000115474801535172	0.970142472655169	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.993092079535184	""
EGPAANCAn_Lyons_31719529_1	PC5	0.0306425592296789	0.000100348803039867	0.00222132194233553	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.0114929265712143	○
EGPAANCAn_Lyons_31719529_1	PC6	-0.0153092926925414	9.93180738617223e-05	0.124495215101065	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.41732198864864	""
EGPAANCAn_Lyons_31719529_1	PC7	-0.0306334565240694	9.55821580164621e-05	0.00172828842129443	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.0252423840395772	○
EGPAANCAn_Lyons_31719529_1	PC8	-0.00121028149768304	0.000108696689021301	0.907584725355638	Lyons	EGPAANCAn	ANCA negative EGPA	IMD	European	ANCA negative EGPA	0.951479790763356	""
