study	quant_method	tissue_label	condition_label	qtl_group	tissue_ontology_id	tissue_ontology_term	sample_size	ftp_path	ftp_paths_credible
GENCORD	exon	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	190	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/exon/GENCORD_exon_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_exon_LCL.purity_filtered.txt.gz
GENCORD	exon	T cell	naive	T-cell	CL_0000084	T cell	184	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/exon/GENCORD_exon_T-cell.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_exon_T-cell.purity_filtered.txt.gz
GENCORD	exon	fibroblast	naive	fibroblast	CL_0000057	fibroblast	186	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/exon/GENCORD_exon_fibroblast.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_exon_fibroblast.purity_filtered.txt.gz
GENCORD	ge	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	190	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/ge/GENCORD_ge_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_ge_LCL.purity_filtered.txt.gz
GENCORD	ge	T cell	naive	T-cell	CL_0000084	T cell	184	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/ge/GENCORD_ge_T-cell.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_ge_T-cell.purity_filtered.txt.gz
GENCORD	ge	fibroblast	naive	fibroblast	CL_0000057	fibroblast	186	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/ge/GENCORD_ge_fibroblast.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_ge_fibroblast.purity_filtered.txt.gz
GENCORD	tx	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	190	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/tx/GENCORD_tx_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_tx_LCL.purity_filtered.txt.gz
GENCORD	tx	T cell	naive	T-cell	CL_0000084	T cell	184	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/tx/GENCORD_tx_T-cell.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_tx_T-cell.purity_filtered.txt.gz
GENCORD	tx	fibroblast	naive	fibroblast	CL_0000057	fibroblast	186	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/tx/GENCORD_tx_fibroblast.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_tx_fibroblast.purity_filtered.txt.gz
GENCORD	txrev	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	190	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/txrev/GENCORD_txrev_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_txrev_LCL.purity_filtered.txt.gz
GENCORD	txrev	T cell	naive	T-cell	CL_0000084	T cell	184	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/txrev/GENCORD_txrev_T-cell.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_txrev_T-cell.purity_filtered.txt.gz
GENCORD	txrev	fibroblast	naive	fibroblast	CL_0000057	fibroblast	186	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GENCORD/txrev/GENCORD_txrev_fibroblast.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GENCORD_txrev_fibroblast.purity_filtered.txt.gz
GEUVADIS	exon	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	445	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GEUVADIS/exon/GEUVADIS_exon_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GEUVADIS.LCL_exon.purity_filtered.txt.gz
GEUVADIS	ge	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	445	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GEUVADIS/ge/GEUVADIS_ge_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GEUVADIS.LCL_ge.purity_filtered.txt.gz
GEUVADIS	tx	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	445	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GEUVADIS/tx/GEUVADIS_tx_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GEUVADIS.LCL_tx.purity_filtered.txt.gz
GEUVADIS	txrev	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	445	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GEUVADIS/txrev/GEUVADIS_txrev_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GEUVADIS.LCL_txrev.purity_filtered.txt.gz
GTEx	exon	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	124	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_LCL.purity_filtered.txt.gz
GTEx	exon	adipose	naive	adipose_subcutaneous	UBERON_0001013	adipose tissue	335	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_adipose_subcutaneous.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_adipose_subcutaneous.purity_filtered.txt.gz
GTEx	exon	adipose (visceral)	naive	adipose_visceral	UBERON_0010414	omental fat pad	219	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_adipose_visceral.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_adipose_visceral.purity_filtered.txt.gz
GTEx	exon	adrenal gland	naive	adrenal_gland	UBERON_0002369	adrenal gland	147	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_adrenal_gland.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_adrenal_gland.purity_filtered.txt.gz
GTEx	exon	artery (aorta)	naive	artery_aorta	UBERON_0001496	ascending aorta	234	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_artery_aorta.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_artery_aorta.purity_filtered.txt.gz
GTEx	exon	artery (coronary)	naive	artery_coronary	UBERON_0001621	coronary artery	133	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_artery_coronary.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_artery_coronary.purity_filtered.txt.gz
GTEx	exon	artery (tibial)	naive	artery_tibial	UBERON_0007610	tibial artery	332	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_artery_tibial.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_artery_tibial.purity_filtered.txt.gz
GTEx	exon	blood	naive	blood	UBERON_0000178	blood	379	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_blood.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_blood.purity_filtered.txt.gz
GTEx	exon	brain (DLPFC)	naive	brain_frontal_cortex	UBERON_0009834	dorsolateral prefrontal cortex	106	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_frontal_cortex.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_frontal_cortex.purity_filtered.txt.gz
GTEx	exon	brain (amygdala)	naive	brain_amygdala	UBERON_0001876	amygdala	69	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_amygdala.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_amygdala.purity_filtered.txt.gz
GTEx	exon	brain (anterior cingulate cortex)	naive	brain_anterior_cingulate_cortex	UBERON_0009835	anterior cingulate cortex	83	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_anterior_cingulate_cortex.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_anterior_cingulate_cortex.purity_filtered.txt.gz
GTEx	exon	brain (caudate)	naive	brain_caudate	UBERON_0001873	caudate nucleus	116	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_caudate.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_caudate.purity_filtered.txt.gz
GTEx	exon	brain (cerebellar hemisphere)	naive	brain_cerebellar_hemisphere	UBERON_0002037	cerebellum	105	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_cerebellar_hemisphere.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_cerebellar_hemisphere.purity_filtered.txt.gz
GTEx	exon	brain (cerebellum)	naive	brain_cerebellum	UBERON_0002037	cerebellum	124	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_cerebellum.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_cerebellum.purity_filtered.txt.gz
GTEx	exon	brain (cortex)	naive	brain_cortex	UBERON_0001870	frontal cortex	110	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_cortex.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_cortex.purity_filtered.txt.gz
GTEx	exon	brain (hippocampus)	naive	brain_hippocampus	UBERON_0001954	Ammon's horn	89	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_hippocampus.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_hippocampus.purity_filtered.txt.gz
GTEx	exon	brain (hypothalamus)	naive	brain_hypothalamus	UBERON_0001898	hypothalamus	92	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_hypothalamus.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_hypothalamus.purity_filtered.txt.gz
GTEx	exon	brain (nucleus accumbens)	naive	brain_nucleus_accumbens	UBERON_0001882	nucleus accumbens	110	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_nucleus_accumbens.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_nucleus_accumbens.purity_filtered.txt.gz
GTEx	exon	brain (putamen)	naive	brain_putamen	UBERON_0001874	putamen	90	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_putamen.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_putamen.purity_filtered.txt.gz
GTEx	exon	brain (spinal cord)	naive	brain_spinal_cord	UBERON_0006469	C1 segment of cervical spinal cord	65	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_spinal_cord.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_spinal_cord.purity_filtered.txt.gz
GTEx	exon	brain (substantia nigra)	naive	brain_substantia_nigra	UBERON_0002038	substantia nigra	64	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_brain_substantia_nigra.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_brain_substantia_nigra.purity_filtered.txt.gz
GTEx	exon	breast	naive	breast	UBERON_0008367	breast epithelium	199	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_breast.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_breast.purity_filtered.txt.gz
GTEx	exon	esophagus (gej)	naive	esophagus_gej	UBERON_0004550	gastroesophageal sphincter	168	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_esophagus_gej.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_esophagus_gej.purity_filtered.txt.gz
GTEx	exon	esophagus (mucosa)	naive	esophagus_mucosa	UBERON_0006920	esophagus squamous epithelium	306	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_esophagus_mucosa.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_esophagus_mucosa.purity_filtered.txt.gz
GTEx	exon	esophagus (muscularis)	naive	esophagus_muscularis	UBERON_0004648	esophagus muscularis mucosa	262	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_esophagus_muscularis.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_esophagus_muscularis.purity_filtered.txt.gz
GTEx	exon	fibroblast	naive	fibroblast	CL_0000057	fibroblast	282	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_fibroblast.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_fibroblast.purity_filtered.txt.gz
GTEx	exon	heart (atrial appendage)	naive	heart_atrial_appendage	UBERON_0006631	right atrium auricular region	204	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_heart_atrial_appendage.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_heart_atrial_appendage.purity_filtered.txt.gz
GTEx	exon	heart (left ventricle)	naive	heart_left_ventricle	UBERON_0006566	left ventricle myocardium	220	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_heart_left_ventricle.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_heart_left_ventricle.purity_filtered.txt.gz
GTEx	exon	kidney (cortex)	naive	kidney_cortex	UBERON_0001225	cortex of kidney	32	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_kidney_cortex.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_kidney_cortex.purity_filtered.txt.gz
GTEx	exon	liver	naive	liver	UBERON_0001114	right lobe of liver	128	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_liver.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_liver.purity_filtered.txt.gz
GTEx	exon	lung	naive	lung	UBERON_0008952	upper lobe of left lung	310	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_lung.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_lung.purity_filtered.txt.gz
GTEx	exon	minor salivary gland	naive	minor_salivary_gland	UBERON_0006330	anterior lingual gland	67	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_minor_salivary_gland.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_minor_salivary_gland.purity_filtered.txt.gz
GTEx	exon	muscle	naive	muscle	UBERON_0001134	skeletal muscle tissue	410	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_muscle.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_muscle.purity_filtered.txt.gz
GTEx	exon	ovary	naive	ovary	UBERON_0000992	female gonad	102	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_ovary.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_ovary.purity_filtered.txt.gz
GTEx	exon	pancreas	naive	pancreas	UBERON_0001150	body of pancreas	177	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_pancreas.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_pancreas.purity_filtered.txt.gz
GTEx	exon	pituitary	naive	pituitary	UBERON_0000007	pituitary gland	114	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_pituitary.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_pituitary.purity_filtered.txt.gz
GTEx	exon	prostate	naive	prostate	UBERON_0002367	prostate gland	111	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_prostate.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_prostate.purity_filtered.txt.gz
GTEx	exon	sigmoid colon	naive	colon_sigmoid	UBERON_0001159	sigmoid colon	164	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_colon_sigmoid.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_colon_sigmoid.purity_filtered.txt.gz
GTEx	exon	skin	naive	skin_sun_exposed	UBERON_0002097	skin of body	343	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_skin_sun_exposed.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_skin_sun_exposed.purity_filtered.txt.gz
GTEx	exon	skin (suprapubic)	naive	skin_not_sun_exposed	UBERON_0036149	suprapubic skin	248	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_skin_not_sun_exposed.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_skin_not_sun_exposed.purity_filtered.txt.gz
GTEx	exon	small intestine	naive	small_intestine	UBERON_0001211	Peyer's patch	99	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_small_intestine.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_small_intestine.purity_filtered.txt.gz
GTEx	exon	spleen	naive	spleen	UBERON_0002106	spleen	111	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_spleen.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_spleen.purity_filtered.txt.gz
GTEx	exon	stomach	naive	stomach	UBERON_0000945	stomach	188	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_stomach.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_stomach.purity_filtered.txt.gz
GTEx	exon	testis	naive	testis	UBERON_0000473	testis	186	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_testis.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_testis.purity_filtered.txt.gz
GTEx	exon	thyroid	naive	thyroid	UBERON_0002046	thyroid gland	316	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_thyroid.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_thyroid.purity_filtered.txt.gz
GTEx	exon	tibial nerve	naive	nerve_tibial	UBERON_0001323	tibial nerve	302	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_nerve_tibial.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_nerve_tibial.purity_filtered.txt.gz
GTEx	exon	transverse colon	naive	colon_transverse	UBERON_0001157	transverse colon	190	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_colon_transverse.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_colon_transverse.purity_filtered.txt.gz
GTEx	exon	uterus	naive	uterus	UBERON_0000995	uterus	83	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_uterus.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_uterus.purity_filtered.txt.gz
GTEx	exon	vagina	naive	vagina	UBERON_0000996	vagina	88	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/exon/GTEx_exon_vagina.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_exon_vagina.purity_filtered.txt.gz
GTEx	ge	LCL	naive	LCL	EFO_0005292	lymphoblastoid cell line	124	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_LCL.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_LCL.purity_filtered.txt.gz
GTEx	ge	adipose	naive	adipose_subcutaneous	UBERON_0001013	adipose tissue	335	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_adipose_subcutaneous.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_adipose_subcutaneous.purity_filtered.txt.gz
GTEx	ge	adipose (visceral)	naive	adipose_visceral	UBERON_0010414	omental fat pad	219	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_adipose_visceral.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_adipose_visceral.purity_filtered.txt.gz
GTEx	ge	adrenal gland	naive	adrenal_gland	UBERON_0002369	adrenal gland	147	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_adrenal_gland.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_adrenal_gland.purity_filtered.txt.gz
GTEx	ge	artery (aorta)	naive	artery_aorta	UBERON_0001496	ascending aorta	234	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_artery_aorta.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_artery_aorta.purity_filtered.txt.gz
GTEx	ge	artery (coronary)	naive	artery_coronary	UBERON_0001621	coronary artery	133	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_artery_coronary.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_artery_coronary.purity_filtered.txt.gz
GTEx	ge	artery (tibial)	naive	artery_tibial	UBERON_0007610	tibial artery	332	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_artery_tibial.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_artery_tibial.purity_filtered.txt.gz
GTEx	ge	blood	naive	blood	UBERON_0000178	blood	379	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_blood.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_blood.purity_filtered.txt.gz
GTEx	ge	brain (DLPFC)	naive	brain_frontal_cortex	UBERON_0009834	dorsolateral prefrontal cortex	106	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_brain_frontal_cortex.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_brain_frontal_cortex.purity_filtered.txt.gz
GTEx	ge	brain (amygdala)	naive	brain_amygdala	UBERON_0001876	amygdala	69	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_brain_amygdala.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_brain_amygdala.purity_filtered.txt.gz
GTEx	ge	brain (anterior cingulate cortex)	naive	brain_anterior_cingulate_cortex	UBERON_0009835	anterior cingulate cortex	83	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_brain_anterior_cingulate_cortex.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_brain_anterior_cingulate_cortex.purity_filtered.txt.gz
GTEx	ge	brain (caudate)	naive	brain_caudate	UBERON_0001873	caudate nucleus	116	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_brain_caudate.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_brain_caudate.purity_filtered.txt.gz
GTEx	ge	brain (cerebellar hemisphere)	naive	brain_cerebellar_hemisphere	UBERON_0002037	cerebellum	105	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_brain_cerebellar_hemisphere.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_brain_cerebellar_hemisphere.purity_filtered.txt.gz
GTEx	ge	brain (cerebellum)	naive	brain_cerebellum	UBERON_0002037	cerebellum	124	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/csv/GTEx/ge/GTEx_ge_brain_cerebellum.all.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/spot/eQTL/credible_sets/GTEx_ge_brain_cerebellum.purity_filtered.txt.gz
