Trait	nSNP	overall_p	mscomp
C3_BREAST_HERPLUS_EXALLC_FinnGen_FinnGenR7_1	562	0.799560789137474	PC9 (2e-01)
C3_BREAST_HERPLUS_FinnGen_FinnGenR7_1	562	0.710403923332728	PC9 (2e-01)
C3_BRONCHUS_LUNG_EXALLC_FinnGen_FinnGenR7_1	562	0.345565531402916	PC1 (2e-02)
C3_BRONCHUS_LUNG_FinnGen_FinnGenR7_1	562	0.634354568742261	PC1 (8e-02)
C3_CANCER_FinnGen_FinnGenR7_1	562	0.000208999838960915	PC1 (2e-03)
C3_CERVIX_UTERI_EXALLC_FinnGen_FinnGenR7_1	562	0.163657907465044	PC5 (3e-02)
C3_CERVIX_UTERI_FinnGen_FinnGenR7_1	562	0.154957548566785	PC5 (2e-02)
C3_CLL_EXALLC_FinnGen_FinnGenR7_1	562	0.0826937842821152	PC12 (4e-03)
C3_CLL_FinnGen_FinnGenR7_1	562	0.0831949955791971	PC12 (2e-03)
C3_COLON_ADENO_EXALLC_FinnGen_FinnGenR7_1	562	0.0879466285721286	PC12 (6e-02)
C3_COLON_ADENO_FinnGen_FinnGenR7_1	562	0.210728027086837	PC10 (6e-02)
C3_COLON_EXALLC_FinnGen_FinnGenR7_1	562	0.0707947248145255	PC12 (3e-02)
C3_COLON_FinnGen_FinnGenR7_1	562	0.208045412048042	PC12 (6e-02)
C3_COLORECTAL_EXALLC_FinnGen_FinnGenR7_1	562	0.00298292177021357	PC12 (2e-03)
C3_COLORECTAL_FinnGen_FinnGenR7_1	562	0.0254330569452279	PC12 (5e-03)
C3_CONNECTIVE_SOFT_NAS_EXALLC_FinnGen_FinnGenR7_1	562	0.62502359438184	PC10 (4e-02)
C3_CONNECTIVE_SOFT_NAS_FinnGen_FinnGenR7_1	562	0.630464059607795	PC10 (5e-02)
C3_CORPUS_UTERI_EXALLC_FinnGen_FinnGenR7_1	562	0.311937243906288	PC12 (6e-02)
C3_CORPUS_UTERI_FinnGen_FinnGenR7_1	562	0.332912088687184	PC12 (4e-02)
C3_DIGESTIVE_ORGANS_EXALLC_FinnGen_FinnGenR7_1	562	0.0124368904922256	PC3 (7e-03)
C3_DIGESTIVE_ORGANS_FinnGen_FinnGenR7_1	562	0.0897846321619495	PC3 (2e-02)
C3_DIGESTIVE_ORGANS_NAS_EXALLC_FinnGen_FinnGenR7_1	562	0.905711616138442	PC9 (5e-02)
C3_DIGESTIVE_ORGANS_NAS_FinnGen_FinnGenR7_1	562	0.917739940318787	PC9 (6e-02)
C3_DLBCL_EXALLC_FinnGen_FinnGenR7_1	562	0.000767112180830184	PC12 (1e-03)
C3_DLBCL_FinnGen_FinnGenR7_1	562	0.000468498798712724	PC12 (9e-04)
C3_ENDOCRINE_EXALLC_FinnGen_FinnGenR7_1	562	0.370796315421522	PC13 (3e-02)
C3_ENDOCRINE_FinnGen_FinnGenR7_1	562	0.252665215912494	PC13 (2e-02)
C3_EYE_ADNEXA_EXALLC_FinnGen_FinnGenR7_1	562	0.279157147204285	PC10 (4e-03)
C3_EYE_ADNEXA_FinnGen_FinnGenR7_1	562	0.29774157819024	PC10 (4e-03)
C3_EYE_BRAIN_NEURO_EXALLC_FinnGen_FinnGenR7_1	562	0.858072303672847	PC3 (8e-02)
C3_EYE_BRAIN_NEURO_FinnGen_FinnGenR7_1	562	0.889367833053797	PC3 (1e-01)
C3_FEMALE_GENITAL_EXALLC_FinnGen_FinnGenR7_1	562	0.47897188451184	PC12 (5e-02)
C3_FEMALE_GENITAL_FinnGen_FinnGenR7_1	562	0.436537647759442	PC12 (3e-02)
C3_FEMALE_GENITAL_NAS_EXALLC_FinnGen_FinnGenR7_1	562	0.753736306338001	PC5 (9e-02)
C3_FEMALE_GENITAL_NAS_FinnGen_FinnGenR7_1	562	0.724949802622452	PC5 (9e-02)
C3_FLOOROFMOUTH_EXALLC_FinnGen_FinnGenR7_1	562	0.930905309877213	PC10 (2e-01)
C3_FLOOROFMOUTH_FinnGen_FinnGenR7_1	562	0.927985192783123	PC10 (2e-01)
C3_GBM_EXALLC_FinnGen_FinnGenR7_1	562	0.0623953778077052	PC11 (2e-02)
C3_GBM_FinnGen_FinnGenR7_1	562	0.0710086634245234	PC11 (2e-02)
C3_HEART_MEDIASTINUM_PLEURA_EXALLC_FinnGen_FinnGenR7_1	562	0.78822584625533	PC10 (2e-01)
C3_HEART_MEDIASTINUM_PLEURA_FinnGen_FinnGenR7_1	562	0.767035500269952	PC8 (2e-01)
C3_KIDNEY_NOTRENALPELVIS_EXALLC_FinnGen_FinnGenR7_1	562	0.284224889620809	PC4 (5e-02)
C3_KIDNEY_NOTRENALPELVIS_FinnGen_FinnGenR7_1	562	0.301380727516239	PC4 (5e-02)
C3_LARYNX_EXALLC_FinnGen_FinnGenR7_1	562	0.0407514766743789	PC7 (2e-02)
C3_LARYNX_FinnGen_FinnGenR7_1	562	0.0496187297627472	PC7 (2e-02)
C3_LIP_EXALLC_FinnGen_FinnGenR7_1	562	0.925471623818175	PC6 (2e-01)
C3_LIP_FinnGen_FinnGenR7_1	562	0.931543257923009	PC6 (2e-01)
C3_LIP_ORAL_PHARYNX_EXALLC_FinnGen_FinnGenR7_1	562	0.538244702437738	PC7 (1e-01)
C3_LIP_ORAL_PHARYNX_FinnGen_FinnGenR7_1	562	0.578695856065212	PC7 (7e-02)
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_EXALLC_FinnGen_FinnGenR7_1	562	0.406112174948369	PC10 (3e-02)
C3_LIVER_INTRAHEPATIC_BILE_DUCTS_FinnGen_FinnGenR7_1	562	0.329184751748525	PC10 (2e-02)
C3_LUNG_NONSMALL_EXALLC_FinnGen_FinnGenR7_1	562	0.539310002626442	PC3 (3e-02)
C3_LUNG_NONSMALL_FinnGen_FinnGenR7_1	562	0.703744395513364	PC3 (5e-02)
C3_LYMPHNODES_SECONDARY_NAS_EXALLC_FinnGen_FinnGenR7_1	562	3.80838998265607e-06	PC4 (3e-05)
C3_LYMPHNODES_SECONDARY_NAS_FinnGen_FinnGenR7_1	562	1.63177022753706e-06	PC4 (2e-05)
C3_MALE_GENITAL_EXALLC_FinnGen_FinnGenR7_1	562	3.13960006105967e-07	PC1 (2e-05)
C3_MALE_GENITAL_FinnGen_FinnGenR7_1	562	8.68090726247921e-08	PC1 (3e-04)
C3_MELANOMA_FinnGen_FinnGenR7_1	562	0.00282188317383666	PC1 (1e-04)
C3_MELANOMA_SKIN_EXALLC_FinnGen_FinnGenR7_1	562	0.00226364296909414	PC1 (6e-05)
C3_MELANOMA_SKIN_FinnGen_FinnGenR7_1	562	0.00924027735666761	PC1 (2e-04)
C3_MENINGES_EXALLC_FinnGen_FinnGenR7_1	562	0.862150951695363	PC5 (7e-02)
C3_MENINGES_FinnGen_FinnGenR7_1	562	0.819886698509196	PC5 (7e-02)
C3_MESOTHELIOMA_EXALLC_FinnGen_FinnGenR7_1	562	0.710733911560674	PC13 (1e-01)
C3_MESOTHELIOMA_FinnGen_FinnGenR7_1	562	0.6795265971685	PC13 (1e-01)
C3_MESTOTHEL_SOFTTISSUE_EXALLC_FinnGen_FinnGenR7_1	562	0.667468360035345	PC10 (3e-02)
C3_MESTOTHEL_SOFTTISSUE_FinnGen_FinnGenR7_1	562	0.662108572856637	PC10 (3e-02)
C3_MOUTHNAS_EXALLC_FinnGen_FinnGenR7_1	562	0.261440499914887	PC12 (4e-02)
C3_MOUTHNAS_FinnGen_FinnGenR7_1	562	0.202495861157616	PC12 (2e-02)
C3_NSCLC_ADENO_EXALLC_FinnGen_FinnGenR7_1	562	0.193179143151957	PC13 (4e-02)
C3_NSCLC_ADENO_FinnGen_FinnGenR7_1	562	0.265345573544993	PC13 (3e-02)
C3_NSCLC_SQUAM_EXALLC_FinnGen_FinnGenR7_1	562	0.972872672413784	PC13 (2e-01)
C3_NSCLC_SQUAM_FinnGen_FinnGenR7_1	562	0.982366528313624	PC13 (2e-01)
C3_OESOPHAGUS_EXALLC_FinnGen_FinnGenR7_1	562	0.699445759232485	PC3 (7e-02)
C3_OESOPHAGUS_FinnGen_FinnGenR7_1	562	0.715689757141651	PC3 (8e-02)
C3_OTHER_OR_ILLDEFINED_SITES_EXALLC_FinnGen_FinnGenR7_1	562	0.152868186650432	PC12 (2e-02)
C3_OTHER_OR_ILLDEFINED_SITES_FinnGen_FinnGenR7_1	562	0.147129686243097	PC12 (2e-02)
C3_OTHER_SKIN_EXALLC_FinnGen_FinnGenR7_1	562	2.09200726566989e-13	PC1 (7e-11)
C3_OTHER_SKIN_FinnGen_FinnGenR7_1	562	6.19552892898009e-12	PC1 (5e-10)
C3_OVARY_EXALLC_FinnGen_FinnGenR7_1	562	0.787136589420987	PC12 (2e-02)
C3_OVARY_FinnGen_FinnGenR7_1	562	0.72523408280134	PC12 (2e-02)
C3_PANCREAS_EXALLC_FinnGen_FinnGenR7_1	562	0.143142978508444	PC5 (3e-02)
C3_PANCREAS_FinnGen_FinnGenR7_1	562	0.206507104732582	PC5 (3e-02)
C3_PAROTIDGLAND_EXALLC_FinnGen_FinnGenR7_1	562	0.855303929771165	PC10 (8e-02)
C3_PAROTIDGLAND_FinnGen_FinnGenR7_1	562	0.867110906581921	PC10 (8e-02)
C3_PROSTATE_EXALLC_FinnGen_FinnGenR7_1	562	7.5067322828066e-07	PC1 (2e-05)
C3_PROSTATE_FinnGen_FinnGenR7_1	562	1.50933758999518e-07	PC1 (3e-04)
C3_RECTOSIGMOID_JUNCTION_EXALLC_FinnGen_FinnGenR7_1	562	0.0651526106172076	PC13 (2e-02)
C3_RECTOSIGMOID_JUNCTION_FinnGen_FinnGenR7_1	562	0.0784913334808655	PC13 (3e-02)
C3_RECTUM_EXALLC_FinnGen_FinnGenR7_1	562	0.138670452830753	PC12 (2e-02)
C3_RECTUM_FinnGen_FinnGenR7_1	562	0.24600499870302	PC12 (3e-02)
C3_RENAL_PELVIS_EXALLC_FinnGen_FinnGenR7_1	562	0.412665006265575	PC2 (5e-02)
C3_RENAL_PELVIS_FinnGen_FinnGenR7_1	562	0.408553203681272	PC2 (5e-02)
C3_RESPIRATORY_INTRATHORACIC_EXALLC_FinnGen_FinnGenR7_1	562	0.276363188156127	PC3 (2e-02)
C3_RESPIRATORY_INTRATHORACIC_FinnGen_FinnGenR7_1	562	0.418640747303028	PC3 (4e-02)
C3_RETROPERITONEUM_PERITONEUM_EXALLC_FinnGen_FinnGenR7_1	562	0.94226391021763	PC2 (1e-01)
C3_RETROPERITONEUM_PERITONEUM_FinnGen_FinnGenR7_1	562	0.931996432523694	PC2 (1e-01)
C3_SCLC_EXALLC_FinnGen_FinnGenR7_1	562	0.141148376858579	PC2 (3e-02)
C3_SCLC_FinnGen_FinnGenR7_1	562	0.164022944894844	PC2 (3e-02)
C3_SECONDARY_NAS_EXALLC_FinnGen_FinnGenR7_1	562	0.796265635769705	PC8 (3e-02)
C3_SECONDARY_NAS_FinnGen_FinnGenR7_1	562	0.789559298627775	PC8 (3e-02)
C3_SECONDARY_RESPIRATORY_DIGESTIVE_EXALLC_FinnGen_FinnGenR7_1	562	0.514857428224611	PC11 (3e-02)
C3_SECONDARY_RESPIRATORY_DIGESTIVE_FinnGen_FinnGenR7_1	562	0.524246796642893	PC11 (3e-02)
C3_SECONDARY_WITHOUT_SITESPEC_EXALLC_FinnGen_FinnGenR7_1	562	0.839626607115558	PC13 (2e-01)
C3_SECONDARY_WITHOUT_SITESPEC_FinnGen_FinnGenR7_1	562	0.82903185062149	PC13 (2e-01)
C3_SKIN_EXALLC_FinnGen_FinnGenR7_1	562	9.06013318147814e-16	PC1 (2e-13)
C3_SKIN_FinnGen_FinnGenR7_1	562	2.81571200084295e-14	PC1 (1e-12)
C3_SMALL_INTESTINE_EXALLC_FinnGen_FinnGenR7_1	562	0.416216046665675	PC9 (2e-01)
C3_SMALL_INTESTINE_FinnGen_FinnGenR7_1	562	0.451118817952311	PC9 (2e-01)
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_EXALLC_FinnGen_FinnGenR7_1	562	0.777817086657231	PC10 (1e-01)
C3_SPINAL_CORD_CRANIAL_AND_OTHER_CNS_FinnGen_FinnGenR7_1	562	0.791800479767037	PC10 (2e-01)
C3_SQUOMOUS_CELL_CARCINOMA_SKIN_FinnGen_FinnGenR7_1	562	0.315116983177624	PC10 (7e-02)
C3_STOMACH_EXALLC_FinnGen_FinnGenR7_1	562	0.205434060264567	PC5 (3e-02)
C3_STOMACH_FinnGen_FinnGenR7_1	562	0.214271455449599	PC5 (2e-02)
C3_TESTIS_EXALLC_FinnGen_FinnGenR7_1	562	0.805488816052834	PC5 (2e-01)
C3_TESTIS_FinnGen_FinnGenR7_1	562	0.852745050989619	PC5 (2e-01)
C3_THYROID_GLAND_EXALLC_FinnGen_FinnGenR7_1	562	0.292533879664236	PC13 (4e-03)
C3_THYROID_GLAND_FinnGen_FinnGenR7_1	562	0.177713633095226	PC13 (2e-03)
C3_TONGUE_EXALLC_FinnGen_FinnGenR7_1	562	0.323688465899262	PC6 (2e-02)
C3_TONGUE_FinnGen_FinnGenR7_1	562	0.379485124776107	PC6 (2e-02)
C3_TONGUENAS_EXALLC_FinnGen_FinnGenR7_1	562	0.32765029886134	PC6 (4e-02)
C3_TONGUENAS_FinnGen_FinnGenR7_1	562	0.372637417734842	PC6 (4e-02)
C3_TONSIL_EXALLC_FinnGen_FinnGenR7_1	562	0.391479649975884	PC2 (6e-02)
C3_TONSIL_FinnGen_FinnGenR7_1	562	0.403721542026725	PC2 (7e-02)
C3_UNCERTAIN_SECONDARY_EXALLC_FinnGen_FinnGenR7_1	562	0.00117421391631153	PC4 (1e-04)
C3_UNCERTAIN_SECONDARY_FinnGen_FinnGenR7_1	562	0.000580404607825628	PC4 (9e-05)
C3_URINARY_TRACT_EXALLC_FinnGen_FinnGenR7_1	562	0.0607229601454091	PC8 (1e-02)
C3_URINARY_TRACT_FinnGen_FinnGenR7_1	562	0.0656457194895431	PC8 (2e-02)
C3_VAGINA_EXALLC_FinnGen_FinnGenR7_1	562	0.498004227950168	PC7 (7e-02)
C3_VAGINA_FinnGen_FinnGenR7_1	562	0.439183906713843	PC7 (6e-02)
C3_VULVA_EXALLC_FinnGen_FinnGenR7_1	562	0.580253932633927	PC6 (1e-02)
C3_VULVA_FinnGen_FinnGenR7_1	562	0.529617687616191	PC6 (1e-02)
c30000_PanUKBB_PanUKBBR2_1	566	1.88109449288848e-87	PC1 (4e-46)
c30010_PanUKBB_PanUKBBR2_1	566	2.50824510700969e-21	PC7 (1e-10)
c30020_PanUKBB_PanUKBBR2_1	566	1.472769259048e-14	PC7 (7e-09)
c30030_PanUKBB_PanUKBBR2_1	566	5.8271155121105e-14	PC7 (1e-09)
c30040_PanUKBB_PanUKBBR2_1	566	4.02142914890924e-18	PC3 (8e-08)
c30050_PanUKBB_PanUKBBR2_1	566	4.51075648438262e-24	PC1 (7e-10)
c30060_PanUKBB_PanUKBBR2_1	566	1.98123073405481e-06	PC1 (1e-03)
c30070_PanUKBB_PanUKBBR2_1	566	3.05989889479676e-49	PC3 (4e-15)
c30080_PanUKBB_PanUKBBR2_1	566	3.39135956094242e-29	PC1 (3e-09)
c30090_PanUKBB_PanUKBBR2_1	566	2.23513602578364e-34	PC13 (3e-11)
c30100_PanUKBB_PanUKBBR2_1	566	1.13739715252663e-25	PC7 (2e-10)
c30110_PanUKBB_PanUKBBR2_1	566	7.43086606113685e-54	PC13 (2e-22)
c30120_PanUKBB_PanUKBBR2_1	566	6.26351511680442e-97	PC3 (1e-45)
c30130_PanUKBB_PanUKBBR2_1	566	5.41762528232299e-53	PC7 (2e-22)
c30140_PanUKBB_PanUKBBR2_1	566	6.04380479489413e-56	PC1 (1e-35)
c30150_PanUKBB_PanUKBBR2_1	566	0	PC13 (0e+00)
c30160_PanUKBB_PanUKBBR2_1	566	3.39024255527276e-10	PC13 (1e-10)
c30170_PanUKBB_PanUKBBR2_1	566	0.743194201457219	PC2 (1e-01)
c30180_PanUKBB_PanUKBBR2_1	566	3.55030615038825e-51	PC13 (3e-22)
c30190_PanUKBB_PanUKBBR2_1	566	3.69674448262608e-87	PC13 (8e-21)
c30200_PanUKBB_PanUKBBR2_1	566	1.119124757502e-21	PC4 (3e-08)
c30210_PanUKBB_PanUKBBR2_1	566	0	PC13 (0e+00)
c30220_PanUKBB_PanUKBBR2_1	566	2.09003927801557e-19	PC13 (2e-10)
c30230_PanUKBB_PanUKBBR2_1	566	0.796547167690454	PC1 (9e-02)
c30240_PanUKBB_PanUKBBR2_1	566	4.79315774128224e-21	PC5 (7e-18)
c30250_PanUKBB_PanUKBBR2_1	566	5.81147349292949e-19	PC5 (5e-17)
c30260_PanUKBB_PanUKBBR2_1	566	6.35782031068957e-13	PC1 (1e-07)
c30270_PanUKBB_PanUKBBR2_1	566	1.37680765778617e-15	PC1 (3e-07)
c30280_PanUKBB_PanUKBBR2_1	566	5.03854762145703e-10	PC11 (2e-04)
c30290_PanUKBB_PanUKBBR2_1	566	1.81769302750526e-20	PC5 (2e-15)
c30300_PanUKBB_PanUKBBR2_1	566	3.52499101177171e-19	PC5 (7e-15)
c30500_PanUKBB_PanUKBBR2_1	566	0.968766764714906	PC5 (3e-01)
c30510_PanUKBB_PanUKBBR2_1	566	8.77686584249766e-05	PC11 (2e-03)
c30520_PanUKBB_PanUKBBR2_1	566	6.13592918910613e-05	PC11 (1e-04)
c30530_PanUKBB_PanUKBBR2_1	566	0.00240993568663273	PC3 (3e-03)
CA125_Folkersen_33067605_1	521	0.108236541098819	PC6 (3e-02)
CALC_Sakaue_doi1011012020102320213652_1	534	0.830176906415556	PC13 (8e-02)
CALC_SinnottArmstrong_33462484_1	547	5.53230348764424e-12	PC5 (2e-08)
CALCBLOCK_Sakaue_doi1011012020102320213652_1	534	0.145038968076508	PC12 (2e-01)
CAMPYLOENTERITIS_FinnGen_FinnGenR7_1	562	0.427919487260332	PC10 (3e-02)
CARDIAC_ARRHYTM_FinnGen_FinnGenR7_1	562	0.000322271395535973	PC1 (5e-03)
CARMYOPATHALCO_FinnGen_FinnGenR7_1	562	0.489138076263597	PC13 (9e-02)
CASP8_Folkersen_33067605_1	441	0.284069109071894	PC7 (4e-02)
CASP8_Hoglund_31727947_1	566	0.31353915522386	PC13 (4e-02)
CASP8_Hoglund_31727947_2	566	0.696714554800998	PC12 (1e-01)
CATAR_Sakaue_doi1011012020102320213652_1	534	0.647898308424789	PC6 (6e-01)
CCL19_Enroth_25147954_1	330	0.652070650081991	PC3 (3e-02)
CCL19_Hoglund_31727947_1	566	0.584047453509773	PC9 (7e-02)
CCL20_Folkersen_33067605_1	441	0.560372492936353	PC11 (6e-02)
CCL20_Hoglund_31727947_1	566	0.696992701009196	PC9 (9e-02)
CCL20_Hoglund_31727947_2	566	0.278753600481852	PC2 (7e-03)
CCL20_Traglia_30134952_2	165	0.530491565756849	PC2 (3e-02)
CCL20_Traglia_30134952_3	166	0.52690895272968	PC2 (4e-02)
CCL21_Traglia_30134952_2	165	0.609144555815132	PC12 (1e-01)
CCL21_Traglia_30134952_3	166	0.359195081312626	PC12 (7e-02)
CCL23_Hoglund_31727947_1	566	0.420466385291254	PC2 (8e-02)
CCL23_Traglia_30134952_2	165	0.618889293201216	PC7 (8e-02)
CCL23_Traglia_30134952_3	166	0.205357100690615	PC8 (6e-02)
CCL25_Hoglund_31727947_1	566	0.420472852442628	PC6 (3e-02)
CCL25_Traglia_30134952_2	165	0.894181072394548	PC2 (7e-02)
CCL25_Traglia_30134952_3	166	0.447063514869866	PC2 (4e-02)
CCL28_Hoglund_31727947_1	566	0.34300097508509	PC11 (2e-02)
CD_Brant_27693347_1	561	7.41957978526314e-26	PC1 (5e-14)
CD_DeLange_28067908_1	565	0	PC1 (0e+00)
CD_Liu_26192919_1	565	0	PC3 (4e-161)
CD_Liu_26192919_2	333	0	PC1 (0e+00)
CD_Liu_26192919_3	326	1.70185169069458e-07	PC3 (5e-02)
CD_Liu_26192919_4	333	6.41358331749058e-05	PC2 (2e-03)
CD_Liu_26192919_5	333	3.58131584899263e-05	PC12 (9e-03)
CD2_BENIGN_ADRENAL_EXALLC_FinnGen_FinnGenR7_1	562	0.242421863324175	PC8 (7e-02)
CD2_BENIGN_ADRENAL_FinnGen_FinnGenR7_1	562	0.281137989117304	PC6 (6e-02)
CD2_BENIGN_ANUS_ANAL_CANAL_EXALLC_FinnGen_FinnGenR7_1	562	0.174683058300856	PC12 (5e-02)
CD2_BENIGN_ANUS_ANAL_CANAL_FinnGen_FinnGenR7_1	562	0.210657271382875	PC12 (6e-02)
CD2_BENIGN_APPENDIX_EXALLC_FinnGen_FinnGenR7_1	562	0.225933037118093	PC3 (5e-02)
CD2_BENIGN_APPENDIX_FinnGen_FinnGenR7_1	562	0.221783569831352	PC3 (4e-02)
CD2_BENIGN_ASCENDING_COLON_EXALLC_FinnGen_FinnGenR7_1	562	0.423298138546357	PC12 (4e-02)
CD2_BENIGN_ASCENDING_COLON_FinnGen_FinnGenR7_1	562	0.497945213876234	PC12 (5e-02)
CD2_BENIGN_BLADDER_EXALLC_FinnGen_FinnGenR7_1	562	0.175197367088831	PC13 (1e-02)
CD2_BENIGN_BLADDER_FinnGen_FinnGenR7_1	562	0.188322764605472	PC13 (1e-02)
CD2_BENIGN_BONE_CARTILAGE_EXALLC_FinnGen_FinnGenR7_1	562	0.807264166435402	PC1 (9e-02)
CD2_BENIGN_BONE_CARTILAGE_FinnGen_FinnGenR7_1	562	0.760903413317799	PC1 (6e-02)
CD2_BENIGN_BONE_CARTILAGE_NOS_EXALLC_FinnGen_FinnGenR7_1	562	0.198582312820903	PC9 (1e-02)
CD2_BENIGN_BONE_CARTILAGE_NOS_FinnGen_FinnGenR7_1	562	0.197353505822024	PC9 (9e-03)
CD2_BENIGN_BONE_LONG_LOWER_EXALLC_FinnGen_FinnGenR7_1	562	0.668567779776572	PC4 (1e-01)
CD2_BENIGN_BONE_LONG_LOWER_FinnGen_FinnGenR7_1	562	0.660372015081156	PC1 (1e-01)
CD2_BENIGN_BONE_LOWER_JAW_EXALLC_FinnGen_FinnGenR7_1	562	0.167514547725883	PC1 (7e-03)
CD2_BENIGN_BONE_LOWER_JAW_FinnGen_FinnGenR7_1	562	0.152014110142699	PC1 (6e-03)
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_EXALLC_FinnGen_FinnGenR7_1	562	0.824797349999048	PC11 (6e-02)
CD2_BENIGN_BONE_SCAPULA_LONG_UPPER_FinnGen_FinnGenR7_1	562	0.835813758763261	PC11 (7e-02)
CD2_BENIGN_BONE_SHORT_LOWER_EXALLC_FinnGen_FinnGenR7_1	562	0.908322327622745	PC12 (3e-01)
CD2_BENIGN_BONE_SHORT_LOWER_FinnGen_FinnGenR7_1	562	0.914683099520183	PC13 (2e-01)
CD2_BENIGN_BONE_SHORT_UPPER_EXALLC_FinnGen_FinnGenR7_1	562	0.807440380754127	PC2 (4e-02)
CD2_BENIGN_BONE_SHORT_UPPER_FinnGen_FinnGenR7_1	562	0.827021570521008	PC2 (4e-02)
CD2_BENIGN_BONE_SKULL_FACE_EXALLC_FinnGen_FinnGenR7_1	562	0.870888155997233	PC4 (1e-01)
CD2_BENIGN_BONE_SKULL_FACE_FinnGen_FinnGenR7_1	562	0.873356629447219	PC4 (1e-01)
CD2_BENIGN_BRAIN_CNS_EXALLC_FinnGen_FinnGenR7_1	562	0.292123683415677	PC13 (2e-02)
CD2_BENIGN_BRAIN_CNS_FinnGen_FinnGenR7_1	562	0.341796231007108	PC13 (2e-02)
CD2_BENIGN_BRAIN_INFRATENT_EXALLC_FinnGen_FinnGenR7_1	562	0.985395279337634	PC9 (2e-01)
CD2_BENIGN_BRAIN_INFRATENT_FinnGen_FinnGenR7_1	562	0.982756132507433	PC9 (2e-01)
CD2_BENIGN_BRAIN_NOS_EXALLC_FinnGen_FinnGenR7_1	562	0.751762070300821	PC13 (2e-02)
CD2_BENIGN_BRAIN_NOS_FinnGen_FinnGenR7_1	562	0.745842376683488	PC13 (2e-02)
CD2_BENIGN_BRAIN_SUPRATENT_EXALLC_FinnGen_FinnGenR7_1	562	0.467940330610451	PC1 (7e-02)
CD2_BENIGN_BRAIN_SUPRATENT_FinnGen_FinnGenR7_1	562	0.505101134846384	PC1 (8e-02)
CD2_BENIGN_BREAST_EXALLC_FinnGen_FinnGenR7_1	562	0.291125624319886	PC9 (2e-02)
CD2_BENIGN_BREAST_FinnGen_FinnGenR7_1	562	0.269377561301447	PC9 (2e-02)
CD2_BENIGN_BRONCHUS_LUNG_EXALLC_FinnGen_FinnGenR7_1	562	0.942411520110412	PC11 (1e-01)
CD2_BENIGN_BRONCHUS_LUNG_FinnGen_FinnGenR7_1	562	0.952443838329587	PC11 (1e-01)
CD2_BENIGN_CAECUM_EXALLC_FinnGen_FinnGenR7_1	562	0.228602202285802	PC10 (2e-02)
CD2_BENIGN_CAECUM_FinnGen_FinnGenR7_1	562	0.279226554022718	PC10 (2e-02)
CD2_BENIGN_CERVIX_UTERI_EXALLC_FinnGen_FinnGenR7_1	562	0.245096802789359	PC6 (3e-02)
CD2_BENIGN_CERVIX_UTERI_FinnGen_FinnGenR7_1	562	0.256894240592041	PC6 (4e-02)
CD2_BENIGN_CHOROID_EXALLC_FinnGen_FinnGenR7_1	562	0.595810763550609	PC6 (8e-02)
CD2_BENIGN_CHOROID_FinnGen_FinnGenR7_1	562	0.555755718747521	PC6 (9e-02)
CD2_BENIGN_COLON_EXALLC_FinnGen_FinnGenR7_1	562	0.548313985327559	PC4 (5e-02)
CD2_BENIGN_COLON_FinnGen_FinnGenR7_1	562	0.54043435842687	PC4 (5e-02)
CD2_BENIGN_COLON_NOS_EXALLC_FinnGen_FinnGenR7_1	562	0.195628385855322	PC1 (2e-02)
CD2_BENIGN_COLON_NOS_FinnGen_FinnGenR7_1	562	0.30540945246821	PC4 (6e-02)
CD2_BENIGN_COLORECANI_EXALLC_FinnGen_FinnGenR7_1	562	0.414547592192552	PC9 (2e-02)
CD2_BENIGN_COLORECANI_FinnGen_FinnGenR7_1	562	0.398282877706009	PC9 (4e-02)
CD2_BENIGN_CONJUNCTIVA_EXALLC_FinnGen_FinnGenR7_1	562	0.419028125618077	PC3 (5e-02)
CD2_BENIGN_CONJUNCTIVA_FinnGen_FinnGenR7_1	562	0.389648972447621	PC3 (6e-02)
CD2_BENIGN_CONNECTIVE_SOFT_EXALLC_FinnGen_FinnGenR7_1	562	0.547003818200869	PC1 (3e-02)
CD2_BENIGN_CONNECTIVE_SOFT_FinnGen_FinnGenR7_1	562	0.61591487327591	PC1 (4e-02)
CD2_BENIGN_CONNSOFT_HEADFACETRUNK_EXALLC_FinnGen_FinnGenR7_1	562	0.0640824466871451	PC1 (6e-03)
CD2_BENIGN_CONNSOFT_HEADFACETRUNK_FinnGen_FinnGenR7_1	562	0.0752077156606314	PC1 (8e-03)
CD2_BENIGN_CONNSOFT_LOWERLIMB_EXALLC_FinnGen_FinnGenR7_1	562	0.590958795723192	PC4 (2e-01)
CD2_BENIGN_CONNSOFT_LOWERLIMB_FinnGen_FinnGenR7_1	562	0.599180544683991	PC4 (2e-01)
CD2_BENIGN_CONNSOFT_NOS_EXALLC_FinnGen_FinnGenR7_1	562	0.631689705140813	PC6 (2e-02)
CD2_BENIGN_CONNSOFT_NOS_FinnGen_FinnGenR7_1	562	0.640365875155994	PC6 (2e-02)
CD2_BENIGN_CONNSOFT_THX_EXALLC_FinnGen_FinnGenR7_1	562	0.994038847628214	PC8 (4e-01)
CD2_BENIGN_CONNSOFT_THX_FinnGen_FinnGenR7_1	562	0.995092569491759	PC8 (4e-01)
