"File_ID"	"First_Author"	"Year"	"Reference"	"Trait_ID_2.0"	"Trait_long"	"Trait_class"	"N0"	"N1"	"N"	"SNP_number"	"Chip"	"Population"	"Collection"	"Trait"
"20002_1075_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1075"	"heart attack/myocardial infarction (UKBB)"	"OTH"	352902	8239	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1075_Neale_UKBB_1"
"20002_1076_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1076"	"heart failure/pulmonary odema (UKBB)"	"OTH"	360894	247	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1076_Neale_UKBB_1"
"20002_1078_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1078"	"heart valve problem/heart murmur (UKBB)"	"OTH"	358688	2453	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1078_Neale_UKBB_1"
"20002_1066_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1066"	"heart/cardiac problem (UKBB)"	"OTH"	359965	1176	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1066_Neale_UKBB_1"
"20002_1442_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1442"	"helicobacter pylori (UKBB)"	"INF"	360136	1005	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1442_Neale_UKBB_1"
"20002_1155_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1155"	"hepatitis (UKBB)"	"INF"	360745	396	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1155_Neale_UKBB_1"
"20002_1578_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1578"	"hepatitis a (UKBB)"	"INF"	361003	138	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1578_Neale_UKBB_1"
"20002_1451_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1451"	"hereditary/genetic haematological disorder (UKBB)"	"OTH"	360825	316	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1451_Neale_UKBB_1"
"20002_1575_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1575"	"herpes simplex (UKBB)"	"INF"	360987	154	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1575_Neale_UKBB_1"
"20002_1474_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1474"	"hiatus hernia (UKBB)"	"OTH"	352801	8340	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1474_Neale_UKBB_1"
"20002_1473_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1473"	"high cholesterol (UKBB)"	"OTH"	317184	43957	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1473_Neale_UKBB_1"
"20002_1439_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1439"	"hiv/aids (UKBB)"	"INF"	360856	285	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1439_Neale_UKBB_1"
"20002_1065_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1065"	"hypertension (UKBB)"	"OTH"	267581	93560	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1065_Neale_UKBB_1"
"20002_1225_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1225"	"hyperthyroidism/thyrotoxicosis (UKBB)"	"OTH"	358411	2730	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1225_Neale_UKBB_1"
"20002_1430_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1430"	"hypopituitarism (UKBB)"	"OTH"	361008	133	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1430_Neale_UKBB_1"
"20002_1226_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1226"	"hypothyroidism/myxoedema (UKBB)"	"OTH"	343567	17574	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1226_Neale_UKBB_1"
"20002_1567_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1567"	"infectious mononucleosis / glandular fever / epstein barr virus (ebv) (UKBB)"	"INF"	360677	464	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1567_Neale_UKBB_1"
"20002_1156_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1156"	"infective/viral hepatitis (UKBB)"	"INF"	360373	768	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1156_Neale_UKBB_1"
"20002_1461_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1461"	"inflammatory bowel disease (UKBB)"	"IMD"	360991	150	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1461_Neale_UKBB_1"
"20002_1513_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1513"	"inguinal hernia (UKBB)"	"OTH"	359644	1497	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1513_Neale_UKBB_1"
"20002_1616_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1616"	"insomnia (UKBB)"	"OTH"	360786	355	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1616_Neale_UKBB_1"
"20002_1115_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1115"	"interstitial lung disease (UKBB)"	"OTH"	361020	121	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1115_Neale_UKBB_1"
"20002_1530_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1530"	"iritis (UKBB)"	"IMD"	360986	155	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1530_Neale_UKBB_1"
"20002_1330_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1330"	"iron deficiency anaemia (UKBB)"	"OTH"	359153	1988	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1330_Neale_UKBB_1"
"20002_1485_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1485"	"irregular heart beat (UKBB)"	"OTH"	360576	565	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1485_Neale_UKBB_1"
"20002_1154_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1154"	"irritable bowel syndrome (UKBB)"	"IMD"	352604	8537	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1154_Neale_UKBB_1"
"20002_1508_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1508"	"jaundice (unknown cause) (UKBB)"	"OTH"	360845	296	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1508_Neale_UKBB_1"
"20002_1295_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1295"	"joint disorder (UKBB)"	"OTH"	359398	1743	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1295_Neale_UKBB_1"
"20002_1537_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1537"	"joint pain (UKBB)"	"OTH"	359932	1209	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1537_Neale_UKBB_1"
"20002_1197_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1197"	"kidney stone/ureter stone/bladder stone (UKBB)"	"OTH"	358278	2863	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1197_Neale_UKBB_1"
"20002_1499_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1499"	"labyrinthitis (UKBB)"	"INF"	360953	188	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1499_Neale_UKBB_1"
"20002_1087_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1087"	"leg claudication/ intermittent claudication (UKBB)"	"OTH"	360864	277	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1087_Neale_UKBB_1"
"20002_1549_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1549"	"lichen planus (UKBB)"	"IMD"	360986	155	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1549_Neale_UKBB_1"
"20002_1550_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1550"	"lichen sclerosis (UKBB)"	"IMD"	361018	123	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1550_Neale_UKBB_1"
"20002_1158_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1158"	"liver failure/cirrhosis (UKBB)"	"OTH"	360877	264	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1158_Neale_UKBB_1"
"20002_1136_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1136"	"liver/biliary/pancreas problem (UKBB)"	"OTH"	360506	635	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1136_Neale_UKBB_1"
"20002_1327_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1327"	"low platelets/platelet disorder (UKBB)"	"IMD"	360827	314	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1327_Neale_UKBB_1"
"20002_1495_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1495"	"lymphoedema (UKBB)"	"OTH"	360961	180	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1495_Neale_UKBB_1"
"20002_1528_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1528"	"macular degeneration (UKBB)"	"OTH"	360929	212	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1528_Neale_UKBB_1"
"20002_1456_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1456"	"malabsorption/coeliac disease (UKBB)"	"IMD"	359554	1587	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1456_Neale_UKBB_1"
"20002_1441_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1441"	"malaria (UKBB)"	"INF"	360713	428	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1441_Neale_UKBB_1"
"20002_1291_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1291"	"mania/bipolar disorder/manic depression (UKBB)"	"PSD"	360133	1008	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1291_Neale_UKBB_1"
"20002_1568_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1568"	"measles / morbillivirus (UKBB)"	"INF"	359884	1257	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1568_Neale_UKBB_1"
"20002_1421_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1421"	"meniere's disease (UKBB)"	"OTH"	360110	1031	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1421_Neale_UKBB_1"
"20002_1247_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1247"	"meningitis (UKBB)"	"INF"	359626	1515	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1247_Neale_UKBB_1"
"20002_1265_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1265"	"migraine (UKBB)"	"PSD"	350494	10647	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1265_Neale_UKBB_1"
"20002_1585_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1585"	"mitral regurgitation / incompetence (UKBB)"	"OTH"	361034	107	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1585_Neale_UKBB_1"
"20002_1261_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1261"	"multiple sclerosis (UKBB)"	"IMD"	359815	1326	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1261_Neale_UKBB_1"
"20002_1569_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1569"	"mumps / epidemic parotitis (UKBB)"	"INF"	360347	794	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1569_Neale_UKBB_1"
"20002_1406_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1406"	"muscle or soft tissue injuries (UKBB)"	"OTH"	358488	2653	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1406_Neale_UKBB_1"
"20002_1297_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1297"	"muscle/soft tissue problem (UKBB)"	"OTH"	358279	2862	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1297_Neale_UKBB_1"
"20002_1437_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1437"	"myasthenia gravis (UKBB)"	"IMD"	361036	105	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1437_Neale_UKBB_1"
"20002_1322_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1322"	"myositis/myopathy (UKBB)"	"IMD"	360996	145	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1322_Neale_UKBB_1"
"20002_1417_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1417"	"nasal polyps (UKBB)"	"IMD"	359554	1587	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1417_Neale_UKBB_1"
"20002_1413_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1413"	"nasal/sinus disorder (UKBB)"	"OTH"	359745	1396	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1413_Neale_UKBB_1"
"20002_1545_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1545"	"neck problem/injury (UKBB)"	"OTH"	360824	317	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1545_Neale_UKBB_1"
"20002_1608_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1608"	"nephritis (UKBB)"	"IMD"	361026	115	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1608_Neale_UKBB_1"
"20002_1288_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1288"	"nervous breakdown (UKBB)"	"PSD"	360573	568	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1288_Neale_UKBB_1"
"20002_1240_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1240"	"neurological injury/trauma (UKBB)"	"OTH"	361037	104	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1240_Neale_UKBB_1"
"20002_1157_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1157"	"non-infective hepatitis (UKBB)"	"IMD"	360767	374	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1157_Neale_UKBB_1"
"20002_1134_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1134"	"oesophageal disorder (UKBB)"	"OTH"	360922	219	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1134_Neale_UKBB_1"
"20002_1139_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1139"	"oesophagitis/barretts oesophagus (UKBB)"	"OTH"	359997	1144	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1139_Neale_UKBB_1"
"20002_1435_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1435"	"optic neuritis (UKBB)"	"IMD"	361012	129	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1435_Neale_UKBB_1"
"20002_1465_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1465"	"osteoarthritis (UKBB)"	"OTH"	331095	30046	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1465_Neale_UKBB_1"
"20002_1308_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1308"	"osteomyelitis (UKBB)"	"INF"	360577	564	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1308_Neale_UKBB_1"
"20002_1617_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1617"	"osteopenia (UKBB)"	"OTH"	360242	899	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1617_Neale_UKBB_1"
"20002_1309_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1309"	"osteoporosis (UKBB)"	"OTH"	355405	5736	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1309_Neale_UKBB_1"
"20002_1137_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1137"	"other abdominal problem (UKBB)"	"OTH"	360719	422	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1137_Neale_UKBB_1"
"20002_1467_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1467"	"other joint disorder (UKBB)"	"OTH"	358865	2276	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1467_Neale_UKBB_1"
"20002_1434_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1434"	"other neurological problem (UKBB)"	"PSD"	359633	1508	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1434_Neale_UKBB_1"
"20002_1405_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1405"	"other renal/kidney problem (UKBB)"	"OTH"	359637	1504	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1405_Neale_UKBB_1"
"20002_1117_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1117"	"other respiratory problems (UKBB)"	"OTH"	360513	628	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1117_Neale_UKBB_1"
"20002_1420_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1420"	"otosclerosis (UKBB)"	"OTH"	360952	189	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1420_Neale_UKBB_1"
"20002_1165_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1165"	"pancreatitis (UKBB)"	"OTH"	360364	777	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1165_Neale_UKBB_1"
"20002_1229_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1229"	"parathyroid gland problem (not cancer) (UKBB)"	"OTH"	361016	125	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1229_Neale_UKBB_1"
"20002_1262_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1262"	"parkinsons disease (UKBB)"	"PSD"	360489	652	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1262_Neale_UKBB_1"
"20002_1400_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1400"	"peptic ulcer (UKBB)"	"OTH"	360760	381	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1400_Neale_UKBB_1"
"20002_1080_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1080"	"pericardial problem (UKBB)"	"OTH"	360939	202	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1080_Neale_UKBB_1"
"20002_1254_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1254"	"peripheral nerve disorder (UKBB)"	"OTH"	360935	206	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1254_Neale_UKBB_1"
"20002_1394_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1394"	"peripheral nerve injury (UKBB)"	"OTH"	360914	227	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1394_Neale_UKBB_1"
"20002_1255_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1255"	"peripheral neuropathy (UKBB)"	"OTH"	360621	520	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1255_Neale_UKBB_1"
"20002_1067_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1067"	"peripheral vascular disease (UKBB)"	"OTH"	360477	664	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1067_Neale_UKBB_1"
"20002_1190_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1190"	"peritonitis (UKBB)"	"OTH"	359880	1261	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1190_Neale_UKBB_1"
"20002_1331_Neale_UKBB_1-hg38.tsv.gz"	"Neale"	2018	"UKBB"	"20002_1331"	"pernicious anaemia (UKBB)"	"OTH"	360032	1109	361141	NA	"Affymetrix UK BiLEVE Axiom array/Affymetrix UK Biobank Axiom® array"	"European (UK)"	"UKBB"	"20002_1331_Neale_UKBB_1"
